generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
0,263962,554076,578019,304577,400815,448867,516653,246870,1031095,989637,1807180,1497256,252632,433931,466988,284948,336812,573808,462544,313507,499991,1681160,322470,587469,224385,260558,290376,209368,229468,288817,239367,226298,465218,253576,600430,736294,1309486,279862,338779,410063,1546488,1220764,874152,629872,528672,308214,227504,292377,266782,373486,362119,274269,646348,593307,445692,1932542,373169,558358,488921,232590
1,3,3,4,3,4,3,3,3,3,3,4,3,4,3,3,3,3,4,5,3,4,3,5,5,3,4,3,4,3,4,3,4,5,4,3,5,3,3,4,3,4,3,4,4,3,3,3,3,3,3,5,3,4,3,3,3,3,5,3,3
2,3,4,4,3,4,3,5,5,6,3,8,3,4,3,3,4,5,4,5,4,4,4,5,4,5,4,3,4,4,4,3,4,6,4,4,4,3,4,4,4,4,3,4,5,3,4,4,4,3,4,5,4,5,3,4,3,6,6,4,3
3,4,4,5,4,6,4,4,5,7,4,19,4,4,5,3,4,5,3,4,4,4,4,5,4,5,4,4,6,4,5,4,4,7,4,6,6,3,4,4,4,8,4,4,7,3,5,4,4,3,4,5,6,7,3,5,4,8,4,5,3
4,4,6,7,6,6,5,5,4,13,4,19,4,5,5,3,5,5,4,5,4,7,5,4,4,4,4,5,6,4,7,5,7,7,5,7,7,4,4,5,6,7,4,4,9,6,5,6,5,5,5,6,6,8,4,8,5,11,6,6,5
5,5,8,7,7,6,8,7,4,24,6,23,6,5,7,4,5,5,4,6,4,6,5,5,5,4,4,6,7,4,7,5,7,8,5,7,7,4,5,6,9,9,7,4,9,6,6,6,7,5,5,7,6,11,5,13,5,11,6,6,5
6,5,8,7,8,6,8,7,4,22,6,24,6,5,7,4,7,5,6,9,4,8,5,6,5,6,4,7,8,4,7,6,8,8,8,7,9,6,6,7,11,14,8,5,10,6,7,8,7,6,6,8,7,11,7,13,7,11,8,8,5
7,5,13,8,8,6,8,10,5,28,6,26,6,5,9,4,7,5,7,9,5,11,7,6,8,6,6,8,8,5,7,6,8,10,8,7,9,7,6,10,19,21,8,7,12,6,7,8,7,6,6,7,7,11,7,13,13,11,9,8,4
8,5,13,10,9,8,8,15,5,28,6,32,7,6,10,4,7,5,7,11,5,12,9,8,9,6,6,8,8,5,8,6,9,10,8,7,13,6,7,11,19,28,8,7,12,8,7,8,7,5,6,8,7,18,7,13,17,11,13,8,4
9,5,17,11,11,10,8,23,5,28,7,37,7,6,10,7,7,5,8,13,5,11,11,10,13,6,6,8,8,5,8,6,9,12,9,7,13,13,7,11,20,34,7,8,13,11,7,8,7,5,6,8,7,18,7,13,22,14,13,10,4
10,5,17,20,11,10,8,23,5,28,9,37,7,6,12,7,7,5,9,13,5,15,18,11,17,7,5,8,8,5,8,6,9,12,9,8,21,27,7,11,20,34,9,14,14,16,7,8,7,5,6,10,10,15,7,14,23,12,16,11,5
11,5,17,21,11,14,8,23,5,28,10,37,7,6,13,7,7,7,12,17,7,15,21,10,21,7,5,8,8,5,8,7,9,12,11,9,22,24,7,11,20,47,11,19,14,16,7,8,7,5,6,10,10,15,7,14,26,12,16,14,5
12,5,19,21,11,14,8,21,5,28,10,39,7,6,17,7,8,9,12,17,7,20,23,13,21,7,5,8,8,6,8,7,9,12,11,11,25,24,7,10,20,47,11,19,14,20,7,8,7,8,11,14,10,15,7,14,33,12,16,15,5
13,5,19,21,11,14,8,25,5,35,12,39,7,6,17,9,8,9,15,17,7,25,26,13,21,7,5,7,8,6,8,7,9,12,11,11,26,30,7,10,20,47,12,22,18,20,7,8,7,8,10,14,10,17,11,15,33,12,16,16,5
14,5,19,21,11,20,8,25,5,37,15,41,8,6,18,9,8,8,18,17,7,25,26,13,24,8,5,8,8,7,8,7,9,12,11,11,26,33,7,14,20,44,22,22,18,20,7,8,7,8,16,14,10,19,11,17,31,17,16,16,5
15,7,19,21,11,20,8,25,5,44,17,41,9,6,23,9,8,9,18,18,7,25,29,15,24,8,5,8,8,7,8,7,9,13,15,11,26,36,7,14,20,44,38,22,18,20,7,8,7,8,16,14,10,19,11,17,38,14,18,18,5
16,7,18,20,11,20,8,25,5,47,23,48,13,6,23,9,8,10,22,18,7,25,41,15,24,8,5,8,8,7,8,7,9,15,15,11,26,43,7,17,20,56,37,25,18,20,7,8,7,8,18,14,10,19,15,17,36,14,18,18,5
17,7,18,21,12,20,8,25,5,47,23,48,22,6,23,9,8,11,28,23,7,25,41,14,24,8,5,8,8,7,8,7,9,15,15,11,26,43,7,17,20,65,48,25,23,20,7,8,7,8,20,14,10,19,17,17,41,14,18,18,5
18,7,18,21,12,19,8,25,5,47,27,58,25,6,24,13,8,11,28,23,7,32,43,14,27,8,5,8,8,7,8,7,9,15,16,14,26,45,7,17,20,63,48,28,23,22,7,8,7,8,20,14,10,19,20,17,41,14,18,18,5
19,6,18,22,15,19,8,25,5,47,36,66,34,6,26,20,8,13,27,23,7,32,58,14,27,8,5,8,9,7,8,7,9,17,16,16,26,45,7,16,26,66,50,33,23,22,7,8,7,8,20,14,10,22,23,17,52,14,18,21,5
20,6,22,22,15,19,8,25,5,47,43,59,34,6,26,23,8,13,27,23,7,32,58,14,27,8,5,8,9,7,8,7,9,17,16,20,26,43,7,16,26,66,50,33,29,22,7,8,7,8,20,14,10,22,23,17,58,14,17,25,5
21,6,21,26,15,19,8,25,5,47,47,69,72,6,26,23,8,13,27,23,7,32,58,17,27,8,5,8,9,7,8,7,9,17,16,22,26,43,7,16,26,66,50,33,29,28,8,8,7,8,20,14,10,31,23,17,58,14,17,25,5
22,6,22,23,15,19,8,25,5,53,47,69,79,6,26,23,8,13,30,32,7,32,58,17,27,8,5,8,9,7,8,7,9,18,16,20,31,43,7,16,26,66,62,32,29,28,8,8,7,8,21,14,10,31,23,17,73,16,17,31,5
23,6,28,23,17,19,9,25,5,53,47,70,79,6,26,20,8,13,35,32,7,32,60,17,27,8,5,8,9,7,8,7,9,18,16,25,35,46,7,16,26,62,62,32,29,29,8,7,7,8,23,14,10,31,23,17,73,16,18,31,5
24,6,37,23,17,19,9,27,5,52,51,75,81,6,26,22,8,14,33,32,7,32,64,17,27,8,5,8,9,7,8,8,9,18,16,29,35,51,7,16,26,62,62,32,29,29,8,7,7,8,23,14,10,31,23,21,73,16,19,31,5
25,6,37,23,17,19,9,27,5,52,51,75,81,6,26,22,8,14,33,32,9,32,64,17,32,8,5,8,9,7,8,8,9,18,16,29,35,58,7,16,26,69,62,32,29,29,8,7,7,8,23,14,10,32,23,21,75,16,19,31,5
26,6,37,25,17,19,10,27,5,52,53,75,82,6,26,22,8,16,33,32,9,32,64,16,32,8,5,8,9,7,8,8,9,24,16,37,35,58,7,16,26,74,62,32,33,29,8,7,7,8,24,15,10,32,23,21,75,22,19,31,5
27,6,37,25,18,19,10,27,5,52,53,74,81,6,26,22,8,16,33,32,13,32,64,20,36,8,5,8,9,7,8,8,9,24,16,37,35,58,7,16,26,71,60,41,33,31,8,7,7,8,24,16,10,34,29,21,75,22,22,31,5
