generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
0,108520,149799,116146,317158,279377,82392,491984,476047,79109,589103,550946,93126,228450,196087,107962,476757,72346,164673,178376,102380,258552,399911,265533,639719,83100,248281,298413,108007,558764,134858,216864,130457,467025,254641,114204,313547,100451,179437,168900,210273,229564,574248,322703,426710,486208,393718,305187,89079,251662,376686,116798,135573,326167,68149,179372,367039,214072,75222,174344,301918
1,5,4,4,4,3,3,5,3,3,6,3,3,3,4,4,3,3,3,4,3,6,3,4,3,3,5,3,4,3,3,3,3,4,4,3,3,3,3,5,3,3,3,3,4,3,5,3,4,3,3,5,3,3,4,4,4,4,3,4,4
2,5,4,6,7,3,4,4,3,4,6,4,4,4,7,3,3,5,3,4,3,8,4,4,4,5,5,5,4,5,4,4,4,5,4,5,3,4,7,5,4,4,4,4,12,3,9,4,4,4,4,4,6,3,4,5,4,5,5,5,4
3,7,5,7,9,4,4,5,4,4,6,7,4,4,10,5,3,5,3,4,4,8,4,6,5,6,4,5,4,12,6,5,4,5,6,4,7,5,7,5,5,4,4,4,16,4,10,7,4,4,5,4,7,4,4,5,4,6,5,5,5
4,7,5,7,9,4,4,9,4,4,7,8,5,4,10,5,4,5,5,4,4,8,4,6,6,6,5,6,4,14,6,5,4,5,9,5,7,5,7,5,5,4,6,6,17,4,21,10,5,5,5,6,8,7,4,5,4,6,5,5,5
5,7,5,11,9,4,4,12,6,4,7,11,5,4,12,5,4,5,5,4,4,9,4,9,10,6,7,6,6,32,6,11,5,6,14,5,7,5,7,5,5,4,14,6,15,4,21,10,5,5,5,6,12,10,4,5,5,6,5,7,5
6,7,5,11,9,4,4,12,12,4,9,18,5,5,17,5,4,4,6,4,4,9,5,9,14,6,7,6,6,32,6,11,5,6,14,5,9,5,7,5,9,5,25,6,25,4,21,10,5,5,6,5,12,10,4,8,6,9,5,7,5
7,9,5,11,9,4,6,12,18,4,9,27,5,5,17,5,5,4,6,5,4,11,5,10,14,7,7,16,6,32,6,15,8,6,14,5,11,5,7,5,9,7,25,5,25,4,21,10,5,5,6,5,12,10,4,11,5,9,5,7,6
8,9,5,11,9,4,6,12,27,4,11,24,5,5,17,5,5,4,6,5,4,11,5,16,14,7,7,16,6,32,7,15,9,6,14,5,11,6,7,5,9,7,21,6,25,5,21,10,5,5,6,5,12,13,5,11,5,10,5,9,6
9,9,5,11,11,7,6,16,27,5,11,24,6,5,17,5,5,4,6,6,4,12,5,16,14,7,8,16,6,32,7,15,13,8,27,7,11,6,7,5,9,7,21,6,25,5,21,17,5,6,8,5,12,13,5,13,7,10,5,9,7
