generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
22,5,43,22,17,8,27,6,28,26,5,32,22,11,11,27,13,4,5,7,5,26,5,5,5,28,7,13,6,8,40,5,5,5,10,23,20,19,26,9,18,26,28,8,5,5,5,26,6,6,7,10,7,5,29,11,35,14,18,36,5
23,5,47,22,17,8,27,6,28,26,5,32,22,11,11,27,13,4,5,7,5,26,5,5,5,28,10,13,6,8,48,6,5,5,10,23,20,19,23,9,18,26,32,8,5,6,5,35,6,6,7,14,7,5,29,13,40,14,18,36,5
24,5,50,22,20,8,27,6,28,26,5,32,22,11,11,39,16,4,5,8,5,26,5,5,5,28,10,13,6,8,48,11,5,5,10,23,20,19,23,9,18,26,32,8,5,6,5,35,6,6,7,14,7,5,29,13,40,14,18,47,5
25,5,56,22,21,9,27,6,30,26,5,32,22,11,11,39,18,4,5,8,5,26,5,5,5,28,10,13,6,8,48,11,5,5,12,23,23,19,30,9,18,45,32,8,5,6,5,40,6,6,7,14,7,5,29,12,40,14,18,47,5
26,5,77,22,21,9,27,6,34,26,5,32,22,11,11,39,18,4,5,8,5,26,5,5,5,28,10,15,6,9,48,16,5,5,23,30,23,19,33,11,18,45,32,8,5,6,5,40,6,8,7,14,7,5,29,11,40,15,18,47,5
27,5,77,22,21,9,27,6,47,26,5,32,23,11,11,45,18,4,5,8,5,32,5,5,6,28,10,15,6,10,48,16,5,6,24,30,29,19,33,11,18,45,32,8,5,6,5,45,6,8,7,14,7,5,29,12,40,15,18,47,5
28,5,77,22,21,9,27,6,47,26,5,38,23,11,11,44,18,5,5,8,5,32,5,8,6,27,14,15,6,10,48,16,5,6,37,39,27,19,33,11,19,45,32,12,5,6,5,48,6,7,7,14,8,5,29,17,40,15,18,47,5
29,5,73,22,21,10,27,6,47,26,5,38,23,11,11,47,18,5,5,8,5,32,5,8,6,30,15,15,6,10,48,16,5,6,37,44,37,19,36,11,24,45,32,12,5,7,5,48,6,7,7,14,8,5,29,17,40,15,18,47,5
30,5,73,22,23,10,27,6,47,26,5,40,23,11,11,44,18,5,5,10,5,37,5,8,6,30,15,15,6,10,48,16,5,10,37,44,37,19,36,11,24,45,32,13,5,8,5,48,6,8,7,15,8,5,29,17,40,15,22,47,5
31,5,73,23,23,10,27,6,59,29,5,47,23,11,11,59,18,5,5,10,5,37,5,8,6,30,15,15,6,12,53,16,5,10,37,44,37,19,38,11,34,45,43,13,5,8,5,48,6,9,7,15,8,5,29,17,40,15,22,47,5
32,5,75,23,23,10,27,6,59,29,5,47,23,11,11,59,18,5,5,10,5,37,5,8,6,30,15,21,6,12,53,16,6,10,40,44,38,19,38,11,34,45,43,13,5,8,5,48,6,9,7,15,8,5,29,17,40,15,26,47,5
33,5,76,23,23,10,27,6,76,29,5,47,23,11,11,59,22,5,7,10,5,37,5,8,6,31,15,21,6,16,53,17,6,10,40,46,38,19,46,11,34,45,43,16,5,13,5,48,6,10,7,15,8,5,30,17,40,16,26,47,5
34,5,76,24,23,10,27,7,76,29,5,47,23,11,11,59,22,5,7,10,5,37,5,8,6,31,15,21,6,16,53,23,6,10,40,46,38,19,46,11,34,45,43,16,5,13,5,48,6,11,7,15,8,5,30,17,53,19,27,47,5
35,5,77,28,23,10,27,9,76,29,5,47,23,11,11,59,22,5,7,10,5,37,5,8,6,31,15,21,6,16,53,28,6,10,40,46,39,19,46,11,34,45,43,16,6,13,5,48,6,11,7,15,8,5,30,17,53,19,27,53,5
36,5,81,28,28,10,27,15,76,41,5,47,23,10,11,63,22,5,7,10,5,37,5,8,6,31,17,21,6,16,53,35,6,14,40,46,47,19,46,10,34,45,43,16,6,13,5,58,6,11,7,15,8,5,30,17,53,19,27,53,5
37,5,87,35,28,10,27,15,76,41,6,47,30,11,11,63,25,5,7,10,5,37,5,8,6,46,17,21,6,23,53,35,6,14,40,46,47,19,46,10,34,45,43,16,6,13,5,71,6,12,7,15,10,5,30,17,53,23,31,53,5
38,5,87,35,28,10,27,23,77,41,6,47,30,11,11,70,25,5,7,10,5,37,5,8,7,46,17,21,6,23,53,43,6,14,40,46,47,19,50,10,34,45,43,16,6,18,5,76,6,14,7,19,10,5,30,17,53,23,31,53,5
39,5,87,35,28,12,27,24,77,41,6,42,37,11,11,72,25,5,7,13,5,37,5,8,7,46,17,33,6,23,50,43,6,18,40,46,47,19,50,10,34,48,43,16,6,18,5,76,6,14,7,19,15,5,30,17,53,21,31,55,5
40,5,86,35,28,12,27,24,77,41,6,42,37,11,11,72,25,5,7,13,5,37,5,10,11,46,17,33,6,23,50,65,8,18,40,46,47,19,50,11,34,51,43,22,8,18,5,76,6,14,7,19,18,5,30,17,55,26,31,55,5
41,5,86,36,28,12,27,29,79,41,6,42,45,11,11,75,25,5,9,13,6,37,5,14,11,46,17,33,6,23,68,65,8,18,39,46,47,19,50,11,34,59,43,22,8,18,5,76,6,15,7,19,18,5,30,17,55,26,31,61,5
42,5,86,39,28,12,38,29,79,41,6,42,45,11,11,75,25,5,10,13,6,37,5,16,11,46,17,33,6,23,68,65,8,18,40,46,47,19,50,11,34,59,43,22,8,18,5,76,6,15,7,16,24,5,32,17,64,26,31,61,5
43,5,89,47,28,12,38,33,79,43,6,51,45,11,12,82,25,5,9,13,6,37,5,16,11,46,17,33,6,23,68,65,8,18,55,46,47,19,55,12,34,59,43,22,18,18,5,76,6,17,7,30,29,5,35,17,64,26,31,61,5
44,5,89,47,28,12,38,33,79,50,6,47,45,11,12,82,25,5,9,13,6,37,5,19,12,46,20,33,6,23,75,72,8,18,55,46,47,19,52,12,34,59,43,22,18,18,5,76,6,17,7,30,29,5,35,23,64,26,31,61,5
45,5,89,47,28,12,39,33,79,50,6,47,39,11,12,82,25,5,9,13,6,48,5,19,12,43,20,33,6,23,78,72,8,18,55,46,47,19,52,12,34,59,43,22,18,18,5,76,6,17,7,30,29,5,35,32,64,26,31,76,5
46,5,89,47,28,12,39,32,79,50,6,50,55,11,12,82,33,5,17,13,6,48,5,19,14,43,20,49,6,24,78,68,8,21,59,46,47,19,62,15,34,74,43,22,18,18,5,76,6,19,7,30,29,5,42,32,64,31,37,76,5
47,5,89,47,28,12,39,32,79,50,6,50,55,11,12,82,33,5,17,13,6,48,5,19,13,43,20,49,6,24,78,68,8,21,59,46,47,19,62,15,36,74,43,22,18,18,5,76,6,26,7,30,29,5,42,31,64,34,37,76,5
48,5,89,47,28,12,39,32,79,50,6,50,55,11,12,82,40,5,17,13,6,48,5,19,13,43,20,49,6,24,78,73,8,31,59,46,55,21,62,15,36,85,43,22,18,18,5,76,6,26,7,30,29,5,46,32,64,34,37,74,5
49,5,89,72,28,12,39,34,79,50,6,63,55,11,12,82,43,5,17,13,6,47,5,19,13,43,20,55,6,24,78,75,8,31,65,46,56,21,62,15,36,85,43,22,21,18,6,76,6,26,7,35,29,5,46,33,64,34,37,74,5
50,5,89,72,28,15,39,38,93,50,6,63,55,11,12,82,43,5,17,13,6,47,5,19,13,50,18,56,6,24,78,75,8,31,57,46,56,21,62,15,38,85,43,22,21,18,6,76,6,26,7,35,29,5,46,33,64,35,37,78,5
