generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
29,5,34,18,25,5,24,33,17,70,14,22,5,6,7,23,6,14,5,5,7,18,8,5,74,9,5,13,17,43,6,32,45,33,12,6,5,87,8,17,39,10,6,28,6,9,67,5,51,53,43,17,23,6,70,6,52,15,18,83,17
30,6,34,18,25,5,28,33,23,72,14,22,5,6,7,23,6,18,5,5,7,18,8,5,74,9,5,16,17,48,6,32,45,55,14,6,5,87,8,17,39,10,6,28,6,9,67,5,51,53,43,17,23,6,70,6,52,15,18,87,17
31,6,34,18,25,5,27,33,23,72,14,22,5,6,7,23,6,18,5,5,7,18,8,5,74,9,5,18,17,48,6,32,45,55,14,6,5,87,8,17,45,10,6,28,6,9,67,5,51,53,46,17,22,6,70,6,55,15,18,87,17
32,6,34,18,25,5,29,33,23,76,14,22,8,6,7,24,6,17,5,5,7,18,8,5,74,9,5,18,17,48,6,32,45,55,14,6,5,86,8,17,44,10,6,28,6,9,63,5,51,53,46,17,30,6,70,6,55,15,18,87,17
33,6,34,18,25,5,41,33,29,76,16,35,8,7,7,29,6,19,5,5,7,18,8,5,74,9,5,18,17,48,6,40,45,55,14,8,5,85,8,17,44,14,6,25,6,9,68,5,53,53,46,19,30,6,70,6,55,15,18,87,26
34,6,34,18,25,5,41,33,29,76,16,35,8,10,7,30,6,19,5,5,7,18,9,5,74,9,5,18,17,55,6,51,55,55,14,13,6,85,8,17,44,17,6,25,6,9,68,5,53,53,46,19,30,6,70,6,60,15,19,87,26
35,6,34,19,25,5,41,33,29,76,19,35,8,13,7,30,6,19,5,5,7,18,9,5,74,9,5,18,17,69,6,53,55,55,14,19,6,85,8,23,44,18,6,25,6,9,68,5,53,53,46,19,30,6,70,6,60,15,19,87,23
36,6,34,19,25,5,42,33,39,76,19,35,8,13,7,30,6,19,5,5,7,18,9,5,74,9,5,18,17,69,6,53,60,64,19,19,6,85,8,23,44,18,6,25,6,9,68,5,53,53,46,19,30,6,70,6,60,15,19,87,23
37,6,34,19,25,5,68,33,39,76,19,42,8,13,7,30,6,19,5,5,7,18,9,6,74,9,5,18,17,69,6,53,60,64,18,20,6,93,8,23,43,20,6,27,6,9,68,5,60,58,52,20,30,6,70,6,60,15,19,87,29
38,6,34,19,25,5,68,33,46,76,18,42,8,13,7,30,6,19,5,5,7,18,10,6,74,9,5,18,17,74,6,53,60,71,18,24,6,97,8,22,43,28,6,27,6,9,76,5,60,58,72,20,30,6,70,6,60,15,19,87,29
39,7,34,19,25,5,68,33,46,76,18,42,8,13,7,30,6,27,5,5,7,18,12,6,74,9,5,24,20,74,6,53,60,71,18,26,6,97,8,31,43,38,6,27,6,9,84,5,77,65,72,20,30,6,70,6,60,15,19,94,29
40,7,34,19,25,5,68,33,46,75,18,42,8,13,7,33,6,27,5,5,7,18,12,6,74,9,5,24,20,74,6,53,63,77,18,30,6,97,8,31,43,38,6,27,6,9,84,5,77,65,72,20,30,6,75,6,65,15,19,94,29
41,8,34,19,25,5,68,33,46,91,18,44,8,13,8,33,6,27,5,5,7,18,12,6,74,9,5,27,20,80,6,53,63,77,16,30,6,97,8,31,43,40,6,27,6,9,84,5,77,65,72,20,43,6,75,6,83,15,19,94,29
42,11,38,19,25,5,68,33,46,91,18,63,8,13,8,33,6,27,5,5,7,18,12,6,75,9,5,35,20,94,6,79,63,77,16,30,6,97,8,31,43,40,6,27,6,9,84,5,77,65,72,20,43,6,75,6,83,15,19,94,29
43,13,38,19,25,5,68,37,46,91,18,62,8,23,8,33,6,27,5,5,7,18,12,6,75,9,5,35,20,94,6,79,63,77,16,30,6,97,8,31,43,46,6,27,6,9,84,5,77,62,72,20,50,6,75,6,83,15,19,94,29
44,15,51,19,25,5,68,37,46,91,18,62,8,21,8,33,6,27,5,5,7,18,12,6,75,9,5,35,20,94,6,79,63,77,16,34,6,97,8,31,48,52,6,31,6,9,84,5,77,62,72,20,50,6,75,6,83,15,19,94,34
45,15,60,19,25,5,68,37,46,91,18,60,8,21,8,33,6,27,5,5,7,18,12,6,75,9,5,39,20,94,6,79,63,77,16,40,6,97,8,31,61,52,8,33,6,9,84,5,77,62,74,20,50,6,75,6,83,15,19,94,34
46,19,60,19,25,5,68,37,46,91,18,68,8,21,8,33,6,28,5,5,7,18,12,6,75,9,5,39,20,94,6,79,63,89,16,40,6,97,8,31,61,52,8,33,6,9,84,5,77,67,75,21,50,6,75,6,83,15,19,94,34
47,30,60,23,25,5,68,41,51,91,18,68,8,19,8,33,6,29,5,5,7,18,12,6,75,9,5,46,20,94,8,79,60,89,16,43,6,97,8,31,61,52,8,33,6,7,84,5,77,68,75,21,62,6,75,6,83,15,18,94,34
48,30,60,23,26,5,68,43,51,91,18,68,8,19,8,33,6,29,5,5,7,19,12,6,75,9,5,46,20,94,8,79,73,89,17,43,6,97,8,31,61,72,8,33,6,7,110,5,84,68,75,21,62,6,77,6,83,15,18,94,34
49,30,60,23,24,5,75,43,51,91,18,68,8,19,10,33,6,29,5,5,7,19,12,6,75,9,5,47,20,94,8,74,73,89,17,43,6,97,8,31,61,72,8,43,6,7,110,5,84,68,75,21,62,6,77,6,83,15,18,94,34
50,32,66,21,24,5,75,43,51,91,18,68,8,19,10,38,6,29,5,5,8,19,12,6,75,9,5,47,20,94,8,74,75,89,17,46,6,97,8,31,61,72,8,43,6,7,110,5,84,75,75,21,62,6,77,6,83,15,18,94,34
