generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
22,19,46,50,35,8,22,87,37,21,31,71,6,8,6,68,6,4,5,7,43,50,76,6,6,17,21,25,5,8,31,16,5,5,18,50,8,7,21,70,25,16,6,6,19,7,56,17,5,52,5,22,15,19,65,7,34,14,8,6,8
23,19,54,50,35,8,21,87,37,21,31,71,6,8,6,68,6,4,5,8,63,45,76,6,6,17,21,25,5,8,33,16,5,5,18,50,8,7,21,70,26,16,6,6,19,7,54,18,5,52,5,22,15,24,75,7,37,14,8,6,8
24,21,54,61,39,8,31,87,37,21,31,71,6,8,6,68,6,4,5,8,71,48,76,6,6,17,21,25,5,8,39,27,5,5,18,67,8,7,21,70,29,16,7,6,19,7,62,18,5,52,5,22,15,24,75,7,37,14,8,6,8
25,26,54,61,39,8,31,87,37,21,36,71,6,8,6,68,6,4,5,8,71,48,76,6,6,17,21,25,5,8,39,27,5,5,18,67,8,7,21,70,29,18,7,6,19,7,68,18,5,57,5,32,15,24,75,7,37,14,8,6,8
26,25,54,61,44,8,31,88,37,40,36,96,6,8,6,77,6,4,5,8,71,48,76,6,6,17,19,25,5,8,39,25,5,5,21,75,8,7,21,70,29,18,7,6,19,7,73,18,5,57,5,30,20,24,75,7,37,14,8,6,8
27,29,63,61,44,8,37,88,37,40,36,87,5,8,6,77,7,4,5,8,71,54,76,9,6,17,26,25,5,14,39,25,5,5,21,74,8,7,21,70,29,18,7,6,24,7,94,18,5,57,5,30,20,24,75,7,40,14,8,6,8
28,32,63,61,44,8,49,88,37,40,40,87,5,8,6,77,7,4,5,8,71,63,76,11,9,17,28,25,5,14,50,25,5,5,21,75,8,7,21,70,29,18,7,6,31,7,94,18,5,57,5,30,21,24,75,7,40,14,8,6,8
29,30,63,61,44,8,49,88,37,40,60,87,5,8,6,75,7,4,5,8,71,56,76,11,9,17,28,25,5,14,50,25,5,5,21,75,8,7,21,70,48,18,7,6,31,7,94,18,5,57,5,30,21,33,75,7,40,14,8,7,8
30,30,63,61,44,9,54,85,53,40,60,86,5,8,6,75,7,4,5,8,71,62,76,18,12,21,28,25,5,14,50,25,5,5,21,75,8,7,27,70,48,18,7,6,31,7,94,18,5,57,5,30,21,33,75,7,40,14,9,7,8
31,30,75,61,44,11,59,89,53,39,60,86,5,8,6,75,7,4,5,8,71,62,76,43,12,21,31,25,5,14,75,25,5,5,25,75,8,7,27,70,48,18,7,6,31,7,98,18,5,57,5,30,21,33,75,7,40,14,10,7,8
32,31,86,59,44,18,76,89,63,39,60,100,5,8,6,75,7,4,7,8,74,62,76,47,12,21,31,25,5,14,75,25,5,5,25,75,8,7,28,70,48,21,7,6,31,7,98,18,5,57,5,31,21,33,75,7,40,14,14,7,9
33,31,86,59,44,18,63,89,63,39,65,100,5,8,6,77,9,4,7,8,74,62,76,58,13,21,31,25,5,14,80,25,5,5,25,75,8,7,28,73,48,21,7,6,31,7,98,18,5,57,5,31,21,33,81,12,40,13,13,7,9
34,31,86,55,44,22,80,92,63,39,66,113,5,8,6,77,9,5,7,13,82,62,76,58,13,21,31,25,5,14,85,25,5,5,25,75,8,7,28,73,48,21,7,6,36,7,98,21,5,57,5,31,21,37,81,20,40,13,13,7,9
35,30,86,55,44,22,80,92,63,39,74,113,5,8,6,77,9,5,7,30,82,62,76,58,13,21,30,28,5,14,85,36,5,5,25,75,8,7,28,73,48,21,7,6,36,7,98,21,5,57,5,31,21,37,81,21,40,13,21,7,14
36,35,86,55,48,33,80,92,63,39,74,120,5,8,6,77,13,5,7,30,82,62,76,75,13,21,37,28,5,16,85,36,5,5,25,75,8,10,28,76,48,18,7,6,36,7,98,21,5,57,5,31,21,37,81,21,40,16,24,7,17
37,35,86,55,48,33,80,93,63,39,74,120,5,8,6,77,13,5,7,36,82,68,76,75,13,21,37,28,5,16,85,36,5,5,25,75,8,10,28,76,48,19,7,6,36,7,98,21,5,57,5,31,23,37,81,21,40,16,24,7,17
38,35,86,55,52,33,80,93,63,42,74,120,5,8,6,77,15,5,7,38,82,72,76,73,13,21,37,28,5,16,85,36,5,5,25,75,8,10,28,76,48,19,7,6,36,7,98,21,5,52,5,31,23,37,83,21,40,16,24,7,17
39,35,86,55,52,32,80,93,63,59,74,120,5,8,6,77,13,5,7,38,82,72,76,73,15,21,43,28,5,16,85,36,5,5,25,75,8,10,28,76,48,33,7,6,36,7,98,21,5,52,5,31,23,37,83,23,40,16,25,7,21
40,35,86,74,52,38,80,93,63,59,74,120,5,8,6,77,13,5,7,38,82,72,76,73,18,21,43,25,5,17,75,36,5,5,25,75,8,10,28,76,48,33,7,6,39,7,98,21,5,53,5,31,23,35,83,23,40,16,25,7,22
41,34,86,74,58,49,80,93,63,59,76,120,5,8,6,77,13,5,7,38,82,72,76,79,18,21,51,25,5,17,87,36,5,5,25,75,8,10,32,89,48,31,7,6,39,7,108,21,5,53,5,31,23,35,83,23,40,16,25,7,26
42,34,86,74,58,76,80,93,63,59,76,120,5,8,6,77,13,5,7,38,96,77,76,80,18,21,51,25,5,17,86,36,5,5,27,75,8,10,32,89,51,31,7,9,38,7,108,21,5,53,5,36,23,35,90,23,40,16,25,8,42
43,43,86,69,58,76,80,93,58,59,76,120,5,8,10,77,13,5,7,38,96,77,87,80,17,21,51,25,5,17,86,36,5,5,27,75,8,10,32,89,51,31,7,9,38,7,108,21,5,53,5,45,23,44,90,26,40,16,37,8,47
44,43,86,69,61,76,80,93,58,59,76,125,5,8,10,77,18,5,7,38,96,77,87,80,19,21,58,25,5,17,86,42,5,5,27,86,8,10,32,89,77,31,7,9,38,7,108,21,5,53,5,45,23,44,90,33,40,21,37,10,47
45,43,86,82,61,76,80,93,58,59,75,125,5,8,10,87,18,5,7,50,96,75,87,80,19,21,58,25,6,17,90,39,5,5,26,86,9,10,32,89,77,32,7,9,38,7,108,21,5,66,5,45,25,44,90,33,45,21,39,10,47
46,43,86,82,61,76,80,93,58,59,74,125,5,8,12,87,18,5,7,59,96,75,87,80,19,21,65,25,6,17,90,51,5,5,26,86,9,10,32,89,77,39,7,9,36,7,108,21,5,66,5,45,25,44,90,35,55,21,39,15,47
47,43,92,82,64,76,81,93,58,59,74,125,5,8,17,87,21,5,7,59,96,75,87,80,19,21,65,25,6,17,90,51,5,5,26,86,11,11,34,89,77,39,7,9,39,7,108,21,5,66,5,50,25,44,86,35,61,21,43,14,43
48,52,92,82,60,90,81,93,58,59,74,125,5,8,17,87,21,5,7,61,96,73,87,80,25,21,65,25,6,17,90,51,5,5,26,86,14,10,34,89,77,39,7,9,39,7,108,21,5,66,5,50,27,44,86,34,61,24,47,14,53
49,52,92,82,66,90,81,93,58,59,74,125,5,8,17,87,21,5,7,61,96,73,87,80,25,21,65,25,6,17,89,70,6,5,26,87,14,10,34,89,79,39,7,9,52,7,110,21,5,75,5,50,27,44,101,40,61,24,47,14,53
50,52,92,82,66,90,81,93,58,59,74,125,5,8,17,87,21,5,7,61,96,73,87,80,23,21,64,28,6,17,93,70,6,5,26,85,14,11,38,90,79,39,7,9,65,7,110,25,5,75,5,50,27,52,101,48,61,24,50,20,53
