generation,score,runtime
0,0,11650457
1,4,
2,5,
3,5,
4,5,
5,4,
6,4,
7,4,
8,4,
9,5,
10,5,
11,5,
12,6,
13,5,
14,8,
15,12,
16,17,
17,17,
18,17,
19,17,
20,17,
21,17,
22,17,
23,17,
24,17,
25,17,
26,17,
27,17,
28,17,
29,17,
30,17,
31,17,
32,17,
33,17,
34,17,
35,17,
36,17,
37,17,
38,17,
39,17,
40,17,
41,17,
42,17,
43,17,
44,17,
45,17,
46,17,
47,17,
48,17,
49,17,
50,17,
51,17,
52,14,
53,14,
54,14,
55,14,
56,14,
57,20,
58,24,
59,24,
60,24,
61,24,
62,19,
63,19,
64,19,
65,19,
66,28,
67,28,
68,28,
69,28,
70,28,
71,25,
72,25,
73,25,
74,25,
75,25,
76,25,
77,25,
78,29,
79,29,
80,34,
81,34,
82,32,
83,32,
84,32,
85,32,
86,42,
87,42,
88,42,
89,42,
90,43,
91,51,
92,63,
93,63,
94,63,
95,63,
96,65,
97,76,
98,76,
99,76,
100,76,
101,76,
102,76,
103,76,
104,75,
105,77,
106,77,
107,86,
108,86,
109,86,
110,86,
111,85,
112,85,
113,85,
114,85,
115,85,
116,85,
117,85,
118,85,
119,85,
120,85,
121,85,
122,85,
123,85,
124,96,
125,96,
126,96,
127,96,
128,96,
129,96,
130,96,
131,96,
132,96,
133,96,
134,96,
135,96,
136,96,
137,96,
138,96,
139,96,
140,96,
141,96,
142,96,
143,96,
144,96,
145,96,
146,96,
147,96,
148,96,
149,96,
150,96,
151,96,
152,96,
153,96,
154,96,
155,96,
156,96,
157,96,
158,96,
159,96,
160,96,
161,96,
162,96,
163,96,
164,96,
165,96,
166,96,
167,96,
168,96,
169,96,
170,96,
171,96,
172,96,
173,96,
174,96,
175,96,
176,96,
177,96,
178,96,
179,96,
180,96,
181,96,
182,96,
183,96,
184,96,
185,96,
186,96,
187,96,
188,96,
189,96,
190,96,
191,96,
192,96,
193,96,
194,96,
195,96,
196,96,
197,96,
198,96,
199,96,
200,96,
201,96,
202,96,
203,96,
204,96,
205,96,
206,96,
207,96,
208,96,
209,96,
210,96,
211,96,
212,96,
213,96,
214,96,
215,96,
216,96,
217,96,
218,96,
219,96,
220,96,
221,96,
222,96,
223,96,
224,96,
225,96,
226,96,
227,96,
228,96,
229,96,
230,93,
231,103,
232,103,
233,103,
234,115,
235,115,
236,115,
237,115,
238,115,
239,115,
240,115,
241,115,
242,115,
243,115,
244,115,
245,115,
246,115,
247,115,
248,115,
249,115,
250,115,
251,115,
252,138,
253,138,
254,138,
255,138,
256,138,
257,138,
258,138,
259,138,
260,138,
261,138,
262,138,
263,138,
264,138,
265,138,
266,138,
267,138,
268,138,
269,138,
270,138,
271,138,
272,138,
273,138,
274,138,
275,138,
276,138,
277,138,
278,138,
279,138,
280,138,
281,138,
282,138,
283,138,
284,138,
285,138,
286,138,
287,138,
288,138,
289,138,
290,138,
291,138,
292,138,
293,138,
294,138,
295,138,
296,138,
297,138,
298,138,
299,138,
300,138,
301,138,
302,138,
303,138,
304,138,
305,138,
306,138,
307,138,
308,138,
309,138,
310,138,
311,138,
312,138,
313,138,
314,138,
315,138,
316,138,
317,138,
318,138,
319,138,
320,138,
321,138,
322,138,
323,138,
324,138,
325,138,
326,138,
327,138,
328,138,
329,138,
330,138,
331,138,
332,138,
333,138,
334,138,
335,138,
336,138,
337,138,
338,138,
339,138,
340,138,
341,138,
342,138,
343,138,
344,138,
345,138,
346,138,
347,138,
348,138,
349,138,
350,138,
351,138,
352,138,
353,138,
354,138,
355,138,
356,138,
357,138,
358,138,
359,138,
360,138,
361,138,
362,138,
363,138,
364,138,
365,138,
366,138,
367,138,
368,138,
369,138,
370,138,
371,138,
372,138,
373,138,
374,138,
375,138,
376,138,
377,138,
378,138,
379,138,
380,138,
381,138,
382,138,
383,138,
384,138,
385,138,
386,138,
387,138,
388,138,
389,138,
390,138,
391,138,
392,138,
393,138,
394,138,
395,138,
396,138,
397,138,
398,138,
399,138,
400,138,
