generation,score,runtime
0,0,749707
1,3,
2,3,
3,3,
4,3,
5,4,
6,4,
7,4,
8,4,
9,4,
10,4,
11,4,
12,4,
13,4,
14,4,
15,5,
16,5,
17,5,
18,7,
19,7,
20,7,
21,7,
22,7,
23,7,
24,7,
25,7,
26,7,
27,7,
28,7,
29,7,
30,7,
31,7,
32,7,
33,7,
34,7,
35,7,
36,7,
37,7,
38,7,
39,7,
40,7,
41,7,
42,6,
43,6,
44,6,
45,6,
46,6,
47,7,
48,7,
49,7,
50,7,
51,9,
52,9,
53,9,
54,9,
55,9,
56,9,
57,9,
58,9,
59,9,
60,9,
61,9,
62,9,
63,9,
64,9,
65,9,
66,8,
67,8,
68,9,
69,27,
70,44,
71,44,
72,44,
73,44,
74,44,
75,44,
76,44,
77,44,
78,44,
79,59,
80,59,
81,59,
82,59,
83,75,
84,75,
85,77,
86,88,
87,88,
88,88,
89,88,
90,88,
91,88,
92,88,
93,88,
94,88,
95,88,
96,88,
97,88,
98,88,
99,88,
100,88,
