generation,score,runtime
0,0,19804381
1,3,
2,4,
3,4,
4,4,
5,5,
6,5,
7,7,
8,7,
9,7,
10,8,
11,7,
12,13,
13,16,
14,42,
15,42,
16,42,
17,46,
18,49,
19,52,
20,69,
21,69,
22,69,
23,68,
24,77,
25,77,
26,83,
27,83,
28,83,
29,83,
30,86,
31,86,
32,85,
33,85,
34,85,
35,85,
36,90,
37,90,
38,90,
39,90,
40,90,
41,90,
42,90,
43,90,
44,90,
45,90,
46,90,
47,90,
48,90,
49,90,
50,90,
51,89,
52,103,
53,103,
54,103,
55,103,
56,103,
57,103,
58,103,
59,103,
60,92,
61,97,
62,97,
63,97,
64,97,
65,97,
66,97,
67,97,
68,97,
69,97,
70,97,
71,97,
72,97,
73,97,
74,97,
75,97,
76,97,
77,97,
78,97,
79,97,
80,97,
81,97,
82,132,
83,132,
84,132,
85,132,
86,132,
87,118,
88,118,
89,118,
90,118,
91,118,
92,118,
93,118,
94,118,
95,118,
96,125,
97,125,
98,125,
99,125,
100,125,
101,125,
102,125,
103,125,
104,131,
105,131,
106,131,
107,131,
108,147,
109,147,
110,147,
111,147,
112,147,
113,149,
114,149,
115,149,
116,149,
117,149,
118,149,
119,149,
120,149,
121,149,
122,149,
123,149,
124,149,
125,149,
126,149,
127,149,
128,149,
129,149,
130,149,
131,149,
132,149,
133,149,
134,149,
135,149,
136,149,
137,149,
138,149,
139,149,
140,149,
141,149,
142,149,
143,149,
144,149,
145,149,
146,149,
147,149,
148,149,
149,149,
150,149,
151,149,
152,149,
153,149,
154,149,
155,149,
156,149,
157,149,
158,149,
159,149,
160,149,
161,149,
162,149,
163,149,
164,149,
165,149,
166,149,
167,149,
168,149,
169,149,
170,149,
171,149,
172,149,
173,149,
174,149,
175,149,
176,149,
177,149,
178,149,
179,149,
180,149,
181,149,
182,149,
183,149,
184,149,
185,149,
186,149,
187,149,
188,149,
189,149,
190,149,
191,149,
192,149,
193,149,
194,149,
195,149,
196,149,
197,149,
198,149,
199,149,
200,149,
