generation,score,runtime
0,0,17053755
1,3,
2,4,
3,5,
4,6,
5,8,
6,8,
7,11,
8,13,
9,19,
10,25,
11,34,
12,34,
13,34,
14,56,
15,56,
16,61,
17,75,
18,75,
19,75,
20,75,
21,75,
22,75,
23,75,
24,74,
25,74,
26,74,
27,75,
28,75,
29,75,
30,80,
31,84,
32,84,
33,90,
34,90,
35,90,
36,90,
37,90,
38,90,
39,94,
40,94,
41,94,
42,94,
43,94,
44,94,
45,94,
46,94,
47,94,
48,94,
49,94,
50,94,
51,94,
52,94,
53,94,
54,94,
55,94,
56,94,
57,94,
58,94,
59,110,
60,110,
61,110,
62,110,
63,110,
64,110,
65,110,
66,110,
67,110,
68,110,
69,103,
70,103,
71,103,
72,103,
73,103,
74,103,
75,110,
76,110,
77,110,
78,110,
79,110,
80,110,
81,110,
82,110,
83,110,
84,110,
85,110,
86,110,
87,110,
88,110,
89,108,
90,108,
91,108,
92,108,
93,108,
94,108,
95,108,
96,108,
97,108,
98,108,
99,108,
100,108,
101,108,
102,108,
103,108,
104,108,
105,108,
106,108,
107,108,
108,108,
109,108,
110,108,
111,113,
112,113,
113,113,
114,109,
115,109,
116,109,
117,109,
118,109,
119,109,
120,109,
121,109,
122,109,
123,109,
124,109,
125,109,
126,109,
127,109,
128,109,
129,109,
130,109,
131,109,
132,109,
133,109,
134,109,
135,109,
136,109,
137,109,
138,109,
139,109,
140,109,
141,109,
142,109,
143,109,
144,109,
145,109,
146,109,
147,109,
148,109,
149,109,
150,109,
151,109,
152,109,
153,109,
154,109,
155,109,
156,109,
157,109,
158,109,
159,109,
160,109,
161,122,
162,122,
163,122,
164,122,
165,122,
166,122,
167,122,
168,122,
169,122,
170,122,
171,122,
172,122,
173,122,
174,122,
175,122,
176,122,
177,122,
178,122,
179,122,
180,122,
181,122,
182,122,
183,122,
184,122,
185,122,
186,122,
187,122,
188,122,
189,122,
190,122,
191,122,
192,122,
193,122,
194,122,
195,122,
196,122,
197,122,
198,122,
199,122,
200,122,
