generation,score,runtime
0,0,17988650
1,6,
2,5,
3,5,
4,7,
5,6,
6,10,
7,21,
8,39,
9,39,
10,39,
11,42,
12,42,
13,42,
14,49,
15,56,
16,56,
17,56,
18,65,
19,69,
20,69,
21,69,
22,69,
23,69,
24,72,
25,72,
26,72,
27,83,
28,83,
29,83,
30,78,
31,78,
32,97,
33,97,
34,97,
35,97,
36,97,
37,97,
38,97,
39,119,
40,119,
41,119,
42,119,
43,120,
44,120,
45,120,
46,120,
47,120,
48,120,
49,120,
50,120,
51,123,
52,123,
53,123,
54,123,
55,123,
56,123,
57,123,
58,123,
59,123,
60,123,
61,123,
62,123,
63,123,
64,123,
65,123,
66,129,
67,130,
68,130,
69,133,
70,133,
71,133,
72,133,
73,136,
74,136,
75,136,
76,136,
77,136,
78,136,
79,136,
80,136,
81,136,
82,136,
83,136,
84,136,
85,136,
86,136,
87,136,
88,136,
89,136,
90,136,
91,136,
92,136,
93,136,
94,136,
95,136,
96,136,
97,136,
98,136,
99,136,
100,136,
101,136,
102,136,
103,136,
104,136,
105,136,
106,136,
107,136,
108,136,
109,136,
110,136,
111,136,
112,136,
113,136,
114,136,
115,136,
116,136,
117,136,
118,136,
119,136,
120,136,
121,147,
122,147,
123,147,
124,147,
125,147,
126,147,
127,147,
128,147,
129,144,
130,144,
131,144,
132,144,
133,144,
134,144,
135,144,
136,151,
137,151,
138,151,
139,151,
140,151,
141,151,
142,151,
143,151,
144,163,
145,163,
146,163,
147,163,
148,163,
149,163,
150,163,
151,163,
152,163,
153,163,
154,163,
155,163,
156,163,
157,163,
158,163,
159,163,
160,163,
161,163,
162,163,
163,163,
164,163,
165,163,
166,163,
167,163,
168,163,
169,163,
170,163,
171,163,
172,163,
173,163,
174,163,
175,163,
176,163,
177,163,
178,163,
179,163,
180,163,
181,163,
182,163,
183,163,
184,163,
185,163,
186,163,
187,163,
188,163,
189,163,
190,163,
191,163,
192,163,
193,163,
194,163,
195,163,
196,163,
197,163,
198,163,
199,163,
200,163,
