generation,score,runtime
0,0,448599
1,3,
2,3,
3,4,
4,6,
5,4,
6,4,
7,4,
8,5,
9,5,
10,5,
11,5,
12,5,
13,5,
14,5,
15,5,
16,5,
17,5,
18,5,
19,5,
20,5,
21,5,
22,5,
23,5,
24,5,
25,5,
26,5,
27,5,
28,5,
29,5,
30,5,
31,5,
32,5,
33,5,
34,5,
35,5,
36,5,
37,5,
38,5,
39,6,
40,6,
41,6,
42,6,
43,6,
44,6,
45,6,
46,6,
47,6,
48,6,
49,6,
50,6,
51,7,
52,7,
53,7,
54,7,
55,7,
56,7,
57,7,
58,7,
59,7,
60,7,
61,7,
62,7,
63,7,
64,7,
65,7,
66,7,
67,7,
68,7,
69,7,
70,8,
71,8,
72,8,
73,8,
74,8,
75,8,
76,8,
77,8,
78,8,
79,8,
80,8,
81,8,
82,8,
83,8,
84,8,
85,10,
86,10,
87,13,
88,13,
89,16,
90,21,
91,38,
92,42,
93,42,
94,38,
95,38,
96,38,
97,38,
98,51,
99,51,
100,51,
