generation,score,runtime
0,0,3838940
1,4,
2,4,
3,4,
4,4,
5,4,
6,4,
7,4,
8,5,
9,5,
10,5,
11,5,
12,5,
13,6,
14,6,
15,6,
16,6,
17,6,
18,6,
19,6,
20,6,
21,6,
22,6,
23,6,
24,6,
25,6,
26,6,
27,6,
28,6,
29,6,
30,6,
31,7,
32,7,
33,7,
34,7,
35,7,
36,7,
37,7,
38,7,
39,7,
40,7,
41,7,
42,7,
43,7,
44,7,
45,7,
46,7,
47,9,
48,12,
49,11,
50,16,
51,16,
52,16,
53,23,
54,23,
55,50,
56,50,
57,50,
58,50,
59,50,
60,50,
61,50,
62,50,
63,50,
64,50,
65,50,
66,50,
67,50,
68,50,
69,50,
70,50,
71,50,
72,50,
73,50,
74,50,
75,50,
76,50,
77,45,
78,55,
79,55,
80,55,
81,55,
82,55,
83,55,
84,55,
85,55,
86,55,
87,55,
88,55,
89,55,
90,55,
91,55,
92,55,
93,55,
94,55,
95,55,
96,55,
97,55,
98,55,
99,55,
100,55,
101,57,
102,57,
103,57,
104,57,
105,73,
106,73,
107,73,
108,73,
109,73,
110,73,
111,71,
112,71,
113,71,
114,71,
115,71,
116,75,
117,75,
118,75,
119,75,
120,75,
121,75,
122,75,
123,75,
124,75,
125,75,
126,75,
127,75,
128,75,
129,82,
130,82,
131,82,
132,82,
133,82,
134,82,
135,82,
136,82,
137,82,
138,89,
139,89,
140,89,
141,89,
142,89,
143,92,
144,92,
145,92,
146,92,
147,92,
148,92,
149,92,
150,92,
151,92,
152,92,
153,92,
154,92,
155,92,
156,92,
157,92,
158,92,
159,92,
160,92,
161,92,
162,92,
163,92,
164,92,
165,92,
166,92,
167,92,
168,92,
169,92,
170,92,
171,92,
172,92,
173,92,
174,92,
175,92,
176,92,
177,92,
178,92,
179,92,
180,92,
181,92,
182,92,
183,92,
184,92,
185,92,
186,92,
187,92,
188,92,
189,92,
190,92,
191,92,
192,95,
193,95,
194,95,
195,95,
196,95,
197,95,
198,95,
199,95,
200,95,
