generation,score,runtime
0,0,21171572
1,3,
2,4,
3,4,
4,4,
5,5,
6,5,
7,7,
8,11,
9,18,
10,24,
11,24,
12,27,
13,27,
14,33,
15,33,
16,47,
17,51,
18,51,
19,57,
20,60,
21,60,
22,60,
23,60,
24,56,
25,62,
26,62,
27,59,
28,59,
29,59,
30,64,
31,64,
32,64,
33,66,
34,66,
35,64,
36,64,
37,64,
38,64,
39,64,
40,64,
41,64,
42,64,
43,64,
44,64,
45,64,
46,64,
47,65,
48,65,
49,65,
50,75,
51,75,
52,75,
53,75,
54,75,
55,78,
56,78,
57,78,
58,78,
59,82,
60,87,
61,87,
62,87,
63,97,
64,97,
65,97,
66,97,
67,97,
68,97,
69,97,
70,108,
71,108,
72,108,
73,108,
74,108,
75,146,
76,146,
77,146,
78,146,
79,146,
80,146,
81,146,
82,146,
83,146,
84,146,
85,146,
86,153,
87,153,
88,153,
89,153,
90,153,
91,153,
92,153,
93,153,
94,153,
95,153,
96,153,
97,153,
98,153,
99,153,
100,151,
101,151,
102,151,
103,151,
104,151,
105,151,
106,158,
107,158,
108,158,
109,158,
110,158,
111,158,
112,158,
113,158,
114,158,
115,158,
116,158,
117,158,
118,158,
119,158,
120,158,
121,158,
122,158,
123,158,
124,158,
125,158,
126,158,
127,158,
128,158,
129,158,
130,158,
131,158,
132,158,
133,158,
134,158,
135,158,
136,158,
137,158,
138,158,
139,158,
140,158,
141,158,
142,158,
143,158,
144,158,
145,158,
146,158,
147,158,
148,158,
149,158,
150,158,
151,158,
152,158,
153,158,
154,158,
155,158,
156,158,
157,158,
158,158,
159,158,
160,158,
161,158,
162,158,
163,158,
164,158,
165,158,
166,158,
167,158,
168,158,
169,158,
170,158,
171,158,
172,158,
173,158,
174,158,
175,158,
176,158,
177,158,
178,158,
179,175,
180,175,
181,175,
182,175,
183,175,
184,175,
185,175,
186,175,
187,175,
188,175,
189,175,
190,175,
191,175,
192,175,
193,175,
194,175,
195,175,
196,175,
197,175,
198,175,
199,175,
200,175,
