generation,score,runtime
0,0,9299989
1,4,
2,4,
3,4,
4,5,
5,5,
6,6,
7,6,
8,10,
9,24,
10,24,
11,24,
12,40,
13,40,
14,40,
15,40,
16,40,
17,50,
18,57,
19,57,
20,61,
21,61,
22,61,
23,61,
24,61,
25,63,
26,63,
27,63,
28,63,
29,63,
30,63,
31,63,
32,63,
33,63,
34,63,
35,63,
36,63,
37,76,
38,76,
39,76,
40,76,
41,77,
42,77,
43,77,
44,77,
45,77,
46,83,
47,83,
48,83,
49,83,
50,83,
51,81,
52,83,
53,83,
54,88,
55,88,
56,88,
57,88,
58,92,
59,92,
60,92,
61,92,
62,92,
63,92,
64,92,
65,92,
66,92,
67,92,
68,92,
69,92,
70,92,
71,92,
72,92,
73,92,
74,92,
75,95,
76,95,
77,95,
78,95,
79,95,
80,95,
81,95,
82,95,
83,95,
84,95,
85,95,
86,95,
87,95,
88,95,
89,95,
90,95,
91,95,
92,95,
93,95,
94,95,
95,95,
96,95,
97,95,
98,95,
99,95,
100,95,
101,95,
102,95,
103,95,
104,95,
105,95,
106,95,
107,95,
108,95,
109,95,
110,95,
111,95,
112,95,
113,95,
114,95,
115,95,
116,95,
117,95,
118,95,
119,95,
120,95,
121,95,
122,95,
123,95,
124,95,
125,97,
126,97,
127,97,
128,97,
129,97,
130,97,
131,97,
132,97,
133,97,
134,97,
135,97,
136,97,
137,97,
138,97,
139,97,
140,97,
141,97,
142,97,
143,97,
144,97,
145,97,
146,97,
147,98,
148,98,
149,98,
150,98,
151,98,
152,98,
153,98,
154,98,
155,98,
156,98,
157,98,
158,98,
159,98,
160,98,
161,98,
162,98,
163,98,
164,98,
165,98,
166,98,
167,98,
168,98,
169,98,
170,98,
171,98,
172,122,
173,122,
174,122,
175,122,
176,122,
177,122,
178,122,
179,122,
180,122,
181,136,
182,136,
183,136,
184,136,
185,136,
186,136,
187,136,
188,136,
189,136,
190,136,
191,136,
192,136,
193,136,
194,136,
195,136,
196,136,
197,136,
198,136,
199,136,
200,136,
