generation,score,runtime
0,0,1142411
1,4,
2,4,
3,4,
4,4,
5,5,
6,5,
7,5,
8,5,
9,5,
10,5,
11,5,
12,5,
13,5,
14,5,
15,5,
16,5,
17,6,
18,6,
19,6,
20,6,
21,6,
22,6,
23,6,
24,6,
25,6,
26,6,
27,6,
28,6,
29,6,
30,6,
31,6,
32,6,
33,6,
34,6,
35,6,
36,6,
37,7,
38,7,
39,7,
40,7,
41,7,
42,7,
43,7,
44,7,
45,7,
46,7,
47,7,
48,7,
49,7,
50,7,
51,7,
52,7,
53,7,
54,7,
55,7,
56,7,
57,7,
58,9,
59,12,
60,15,
61,15,
62,15,
63,15,
64,15,
65,15,
66,15,
67,19,
68,19,
69,19,
70,19,
71,19,
72,19,
73,19,
74,19,
75,19,
76,21,
77,26,
78,26,
79,24,
80,24,
81,26,
82,27,
83,27,
84,36,
85,36,
86,36,
87,36,
88,36,
89,36,
90,36,
91,36,
92,36,
93,36,
94,36,
95,41,
96,41,
97,41,
98,41,
99,41,
100,41,
