generation,score,runtime
0,0,53495822
1,4,
2,4,
3,4,
4,4,
5,4,
6,4,
7,4,
8,4,
9,6,
10,8,
11,8,
12,8,
13,8,
14,8,
15,8,
16,8,
17,8,
18,8,
19,8,
20,8,
21,8,
22,8,
23,8,
24,8,
25,8,
26,8,
27,8,
28,8,
29,8,
30,8,
31,8,
32,8,
33,8,
34,8,
35,8,
36,8,
37,8,
38,8,
39,8,
40,8,
41,8,
42,8,
43,8,
44,8,
45,8,
46,8,
47,8,
48,8,
49,8,
50,8,
51,8,
52,8,
53,8,
54,8,
55,8,
56,8,
57,8,
58,8,
59,8,
60,8,
61,8,
62,8,
63,8,
64,8,
65,8,
66,8,
67,8,
68,8,
69,8,
70,8,
71,8,
72,8,
73,8,
74,8,
75,8,
76,8,
77,8,
78,8,
79,8,
80,8,
81,8,
82,8,
83,8,
84,8,
85,8,
86,8,
87,8,
88,8,
89,8,
90,8,
91,8,
92,8,
93,8,
94,8,
95,8,
96,8,
97,8,
98,8,
99,8,
100,8,
101,8,
102,8,
103,8,
104,8,
105,8,
106,8,
107,8,
108,8,
109,8,
110,8,
111,8,
112,8,
113,8,
114,8,
115,8,
116,8,
117,8,
118,8,
119,8,
120,8,
121,8,
122,8,
123,8,
124,8,
125,8,
126,8,
127,8,
128,8,
129,8,
130,13,
131,23,
132,28,
133,28,
134,33,
135,51,
136,51,
137,51,
138,51,
139,51,
140,51,
141,51,
142,51,
143,51,
144,51,
145,51,
146,51,
147,51,
148,51,
149,51,
150,51,
151,51,
152,66,
153,66,
154,72,
155,72,
156,72,
157,72,
158,72,
159,72,
160,72,
161,72,
162,72,
163,72,
164,72,
165,72,
166,72,
167,72,
168,72,
169,72,
170,72,
171,72,
172,72,
173,72,
174,72,
175,72,
176,71,
177,71,
178,71,
179,71,
180,71,
181,78,
182,77,
183,77,
184,77,
185,77,
186,77,
187,77,
188,77,
189,77,
190,77,
191,77,
192,77,
193,77,
194,77,
195,77,
196,77,
197,77,
198,77,
199,77,
200,77,
201,77,
202,77,
203,77,
204,77,
