generation,score,runtime
0,0,731280
1,5,
2,5,
3,5,
4,4,
5,4,
6,4,
7,6,
8,6,
9,5,
10,5,
11,5,
12,5,
13,5,
14,5,
15,5,
16,5,
17,5,
18,6,
19,6,
20,6,
21,6,
22,6,
23,6,
24,6,
25,6,
26,6,
27,6,
28,6,
29,6,
30,6,
31,6,
32,6,
33,6,
34,6,
35,6,
36,6,
37,6,
38,6,
39,6,
40,6,
41,6,
42,6,
43,6,
44,6,
45,6,
46,6,
47,6,
48,6,
49,6,
50,6,
51,6,
52,6,
53,6,
54,6,
55,6,
56,6,
57,6,
58,6,
59,6,
60,6,
61,6,
62,6,
63,6,
64,6,
65,6,
66,6,
67,6,
68,6,
69,6,
70,6,
71,6,
72,6,
73,6,
74,6,
75,6,
76,6,
77,6,
78,6,
79,6,
80,6,
81,6,
82,6,
83,6,
84,6,
85,6,
86,6,
87,6,
88,6,
89,6,
90,6,
91,6,
92,6,
93,7,
94,7,
95,7,
96,7,
97,7,
98,7,
99,7,
100,7,
