generation,score,runtime
0,0,12669195
1,4,
2,5,
3,5,
4,6,
5,8,
6,9,
7,11,
8,24,
9,24,
10,30,
11,39,
12,57,
13,66,
14,66,
15,76,
16,76,
17,76,
18,76,
19,76,
20,76,
21,76,
22,76,
23,85,
24,86,
25,86,
26,69,
27,78,
28,78,
29,73,
30,74,
31,87,
32,87,
33,87,
34,110,
35,110,
36,110,
37,110,
38,110,
39,98,
40,98,
41,98,
42,98,
43,98,
44,98,
45,98,
46,98,
47,98,
48,98,
49,98,
50,98,
51,98,
52,98,
53,98,
54,98,
55,98,
56,98,
57,98,
58,98,
59,98,
60,98,
61,98,
62,98,
63,98,
64,98,
65,98,
66,98,
67,98,
68,98,
69,98,
70,98,
71,101,
72,101,
73,101,
74,101,
75,101,
76,101,
77,101,
78,101,
79,101,
80,101,
81,101,
82,101,
83,101,
84,101,
85,101,
86,101,
87,101,
88,101,
89,101,
90,101,
91,101,
92,101,
93,101,
94,101,
95,101,
96,114,
97,114,
98,114,
99,114,
100,114,
101,114,
102,114,
103,114,
104,114,
105,114,
106,114,
107,114,
108,114,
109,114,
110,114,
111,114,
112,114,
113,114,
114,114,
115,114,
116,114,
117,114,
118,114,
119,114,
120,114,
121,114,
122,114,
123,114,
124,114,
125,114,
126,114,
127,114,
128,114,
129,114,
130,114,
131,114,
132,114,
133,114,
134,114,
135,114,
136,114,
137,114,
138,118,
139,118,
140,118,
141,118,
142,118,
143,118,
144,118,
145,118,
146,118,
147,118,
148,118,
149,118,
150,118,
151,118,
152,118,
153,118,
154,118,
155,118,
156,118,
157,118,
158,118,
159,118,
160,118,
161,118,
162,118,
163,118,
164,118,
165,118,
166,118,
167,118,
168,118,
169,118,
170,118,
171,118,
172,118,
173,118,
174,118,
175,118,
176,118,
177,118,
178,118,
179,118,
180,118,
181,118,
182,118,
183,118,
184,118,
185,118,
186,118,
187,118,
188,118,
189,118,
190,118,
191,118,
192,118,
193,118,
194,122,
195,122,
196,122,
197,122,
198,122,
199,122,
200,122,
