generation,score,runtime
0,0,79856860
1,3,
2,4,
3,5,
4,5,
5,5,
6,4,
7,4,
8,4,
9,4,
10,4,
11,7,
12,8,
13,8,
14,8,
15,8,
16,6,
17,6,
18,6,
19,6,
20,6,
21,6,
22,6,
23,6,
24,6,
25,6,
26,6,
27,6,
28,6,
29,6,
30,6,
31,6,
32,8,
33,8,
34,8,
35,8,
36,8,
37,8,
38,8,
39,8,
40,8,
41,8,
42,8,
43,8,
44,8,
45,8,
46,8,
47,8,
48,8,
49,8,
50,8,
51,8,
52,8,
53,8,
54,8,
55,8,
56,8,
57,8,
58,8,
59,8,
60,8,
61,8,
62,8,
63,8,
64,8,
65,8,
66,8,
67,8,
68,8,
69,8,
70,8,
71,8,
72,8,
73,8,
74,8,
75,8,
76,8,
77,8,
78,8,
79,8,
80,8,
81,8,
82,8,
83,8,
84,8,
85,8,
86,8,
87,8,
88,8,
89,8,
90,8,
91,8,
92,8,
93,8,
94,8,
95,8,
96,8,
97,8,
98,8,
99,8,
100,8,
101,8,
102,8,
103,8,
104,8,
105,8,
106,8,
107,8,
108,8,
109,8,
110,8,
111,8,
112,8,
113,8,
114,8,
115,8,
116,8,
117,8,
118,8,
119,8,
120,8,
121,8,
122,8,
123,8,
124,8,
125,8,
126,8,
127,8,
128,8,
129,8,
130,8,
131,8,
132,8,
133,8,
134,8,
135,8,
136,11,
137,17,
138,17,
139,21,
140,21,
141,21,
142,21,
143,22,
144,22,
145,22,
146,24,
147,24,
148,24,
149,24,
150,37,
151,37,
152,37,
153,37,
154,37,
155,37,
156,37,
157,37,
158,37,
159,37,
160,37,
161,37,
162,40,
163,40,
164,52,
165,52,
166,45,
167,48,
168,48,
169,61,
170,70,
171,70,
172,73,
173,73,
174,73,
175,73,
176,73,
177,74,
178,74,
179,82,
180,82,
181,82,
182,82,
183,82,
184,89,
185,89,
186,89,
187,89,
188,90,
189,90,
190,90,
191,90,
192,90,
193,90,
194,93,
195,93,
196,93,
197,93,
198,93,
199,93,
200,93,
201,97,
202,97,
203,97,
204,97,
205,97,
206,97,
207,97,
208,97,
209,97,
210,97,
211,97,
212,97,
213,97,
214,97,
215,97,
216,97,
217,97,
218,97,
219,97,
220,97,
221,97,
222,97,
223,97,
224,97,
225,97,
226,97,
227,97,
228,97,
229,97,
230,97,
231,97,
232,97,
233,97,
234,97,
235,97,
236,97,
237,97,
238,97,
239,97,
240,97,
241,97,
242,97,
243,97,
244,102,
245,102,
246,102,
247,102,
248,102,
249,102,
250,102,
251,102,
252,102,
253,102,
254,102,
255,102,
256,102,
257,102,
258,102,
259,102,
260,102,
261,102,
262,102,
263,102,
264,102,
265,102,
266,102,
267,102,
268,102,
269,102,
270,102,
271,102,
272,102,
273,102,
274,102,
275,102,
276,102,
277,102,
278,102,
279,102,
280,102,
281,102,
282,102,
283,102,
284,102,
285,102,
286,102,
287,102,
288,102,
289,102,
290,102,
291,102,
292,102,
293,102,
294,102,
295,102,
296,102,
297,102,
298,102,
299,102,
300,102,
301,102,
302,102,
303,102,
304,102,
305,102,
306,102,
307,102,
308,102,
309,102,
310,102,
311,102,
312,102,
313,102,
314,102,
315,102,
316,102,
317,102,
318,102,
319,102,
320,102,
321,102,
322,102,
323,102,
324,102,
325,102,
326,102,
327,102,
328,102,
329,102,
330,102,
331,102,
332,102,
333,102,
334,102,
335,102,
336,102,
337,102,
338,102,
339,102,
340,102,
341,102,
342,102,
343,102,
344,102,
345,102,
346,102,
347,102,
348,102,
349,102,
350,102,
351,102,
352,102,
353,102,
354,102,
355,102,
356,102,
357,102,
358,102,
359,102,
360,102,
361,102,
362,102,
363,102,
364,102,
365,102,
366,102,
367,102,
368,102,
369,102,
370,102,
371,102,
372,102,
373,102,
374,102,
375,102,
376,102,
377,102,
378,102,
379,102,
380,102,
381,102,
382,102,
383,102,
384,102,
385,102,
386,102,
387,102,
388,102,
389,102,
390,102,
391,102,
392,102,
393,102,
394,102,
395,102,
396,102,
397,102,
398,102,
399,102,
400,102,
401,102,
402,102,
403,102,
404,102,
405,111,
406,111,
407,111,
408,111,
409,111,
410,111,
411,111,
412,111,
413,111,
414,111,
415,111,
416,111,
417,111,
418,111,
419,111,
420,111,
421,111,
422,111,
423,111,
424,111,
425,111,
426,111,
427,111,
428,111,
429,111,
430,111,
431,111,
432,111,
433,111,
434,111,
435,111,
436,111,
437,111,
438,111,
439,111,
440,111,
441,111,
442,111,
443,111,
444,111,
445,111,
446,111,
447,111,
448,111,
449,111,
450,111,
451,111,
452,111,
453,111,
454,111,
455,111,
456,111,
457,111,
458,111,
459,111,
460,111,
461,111,
462,111,
463,111,
464,111,
465,111,
466,111,
467,111,
468,111,
469,111,
470,111,
471,111,
472,111,
473,111,
474,111,
475,111,
476,111,
477,111,
478,111,
479,111,
480,111,
481,111,
482,111,
483,111,
484,111,
485,111,
486,111,
487,111,
488,111,
489,111,
490,111,
491,111,
492,111,
493,111,
494,111,
495,111,
496,111,
497,111,
498,111,
499,111,
500,111,
501,111,
502,111,
503,111,
504,111,
505,111,
506,111,
507,111,
508,111,
509,111,
510,111,
511,111,
512,111,
513,111,
514,111,
515,111,
516,111,
517,111,
518,111,
519,111,
520,111,
521,111,
522,111,
523,111,
524,111,
525,111,
526,111,
527,111,
528,111,
529,111,
530,111,
531,111,
532,111,
533,111,
534,111,
535,111,
536,111,
537,111,
538,111,
539,111,
540,111,
541,111,
542,111,
543,111,
544,111,
545,111,
546,111,
547,111,
548,111,
549,111,
550,112,
551,112,
552,112,
553,112,
554,112,
555,112,
556,112,
557,112,
