generation,score,runtime
0,0,15115324
1,3,
2,6,
3,6,
4,6,
5,5,
6,5,
7,5,
8,11,
9,11,
10,12,
11,12,
12,14,
13,14,
14,15,
15,15,
16,23,
17,24,
18,24,
19,24,
20,24,
21,23,
22,28,
23,28,
24,41,
25,41,
26,41,
27,41,
28,41,
29,41,
30,41,
31,41,
32,39,
33,39,
34,50,
35,50,
36,50,
37,50,
38,62,
39,56,
40,67,
41,67,
42,66,
43,66,
44,66,
45,66,
46,66,
47,66,
48,66,
49,66,
50,66,
51,66,
52,84,
53,75,
54,75,
55,84,
56,84,
57,84,
58,84,
59,84,
60,84,
61,84,
62,84,
63,84,
64,79,
65,79,
66,84,
67,84,
68,93,
69,93,
70,93,
71,93,
72,93,
73,93,
74,109,
75,109,
76,109,
77,109,
78,109,
79,109,
80,109,
81,109,
82,109,
83,109,
84,109,
85,109,
86,109,
87,109,
88,109,
89,109,
90,109,
91,109,
92,101,
93,101,
94,101,
95,121,
96,147,
97,147,
98,147,
99,147,
100,147,
101,147,
102,147,
103,147,
104,147,
105,147,
106,147,
107,147,
108,147,
109,147,
110,147,
111,147,
112,147,
113,147,
114,147,
115,147,
116,147,
117,147,
118,147,
119,147,
120,147,
121,149,
122,149,
123,149,
124,149,
125,149,
126,149,
127,149,
128,149,
129,149,
130,149,
131,149,
132,141,
133,141,
134,141,
135,141,
136,141,
137,141,
138,141,
139,141,
140,151,
141,145,
142,145,
143,145,
144,145,
145,145,
146,147,
147,150,
148,152,
149,152,
150,152,
151,152,
152,152,
153,152,
154,152,
155,152,
156,152,
157,152,
158,152,
159,152,
160,152,
161,152,
162,152,
163,152,
164,152,
165,152,
166,152,
167,152,
168,152,
169,152,
170,152,
171,152,
172,152,
173,152,
174,152,
175,152,
176,152,
177,152,
178,152,
179,152,
180,152,
181,152,
182,152,
183,152,
184,152,
185,152,
186,152,
187,152,
188,152,
189,152,
190,152,
191,152,
192,152,
193,152,
194,152,
195,152,
196,152,
197,152,
198,152,
199,152,
200,152,
201,152,
202,152,
203,152,
204,152,
205,152,
206,152,
207,152,
208,152,
209,152,
210,152,
211,152,
212,152,
213,152,
214,152,
215,152,
216,152,
217,152,
218,152,
219,152,
220,152,
221,152,
222,152,
223,152,
224,152,
225,152,
226,152,
227,152,
228,152,
229,152,
230,152,
231,152,
232,152,
233,152,
234,152,
235,152,
236,152,
237,152,
238,152,
239,152,
240,152,
241,152,
242,152,
243,152,
244,152,
245,152,
246,152,
247,152,
248,152,
249,152,
250,152,
251,152,
252,152,
253,152,
254,152,
255,152,
256,152,
257,152,
258,152,
259,152,
260,152,
261,152,
262,152,
263,152,
264,152,
265,152,
266,152,
267,152,
268,152,
269,152,
270,152,
271,152,
272,152,
273,152,
274,152,
275,152,
276,152,
277,152,
278,152,
279,152,
280,152,
281,152,
282,152,
283,152,
284,152,
285,152,
286,152,
287,152,
288,152,
289,152,
290,152,
291,152,
292,152,
293,152,
294,152,
295,152,
296,152,
297,152,
298,152,
299,152,
300,152,
301,152,
302,152,
303,152,
304,152,
305,152,
306,152,
307,152,
308,152,
309,152,
310,152,
311,152,
312,152,
313,152,
314,152,
315,152,
316,152,
317,152,
318,152,
319,152,
320,152,
321,152,
322,152,
323,152,
324,152,
325,152,
326,152,
327,152,
328,152,
329,152,
330,152,
331,152,
332,152,
333,152,
334,152,
335,152,
336,152,
337,152,
338,152,
339,152,
340,152,
341,152,
342,152,
343,152,
344,152,
345,152,
346,152,
347,152,
348,152,
349,152,
350,152,
351,152,
352,152,
353,152,
354,152,
355,152,
356,152,
357,152,
358,152,
359,152,
360,152,
361,152,
362,152,
363,152,
364,152,
365,152,
366,152,
367,152,
368,152,
369,152,
370,152,
371,152,
372,152,
373,152,
374,152,
375,152,
376,152,
377,152,
378,152,
379,165,
380,165,
381,165,
382,159,
383,159,
384,159,
385,159,
386,159,
387,159,
388,159,
389,159,
390,159,
391,159,
392,159,
393,159,
394,159,
395,159,
396,159,
397,159,
398,159,
399,159,
400,159,
