generation,score,runtime
0,0,856623
1,3,
2,3,
3,3,
4,3,
5,3,
6,3,
7,3,
8,4,
9,4,
10,4,
11,4,
12,4,
13,4,
14,6,
15,6,
16,6,
17,6,
18,10,
19,12,
20,12,
21,12,
22,14,
23,23,
24,31,
25,31,
26,31,
27,31,
28,31,
29,31,
30,31,
31,31,
32,31,
33,31,
34,31,
35,31,
36,31,
37,31,
38,42,
39,42,
40,42,
41,42,
42,42,
43,42,
44,35,
45,35,
46,35,
47,50,
48,50,
49,50,
50,50,
51,50,
52,50,
53,50,
54,50,
55,71,
56,71,
57,71,
58,71,
59,71,
60,71,
61,71,
62,71,
63,71,
64,71,
65,71,
66,71,
67,71,
68,71,
69,71,
70,71,
71,71,
72,71,
73,71,
74,71,
75,71,
76,71,
77,71,
78,71,
79,71,
80,71,
81,71,
82,71,
83,71,
84,71,
85,71,
86,71,
87,71,
88,71,
89,71,
90,71,
91,71,
92,71,
93,71,
94,71,
95,71,
96,71,
97,71,
98,71,
99,71,
100,71,
