generation,score,runtime
0,0,997549
1,3,
2,5,
3,5,
4,5,
5,5,
6,6,
7,8,
8,8,
9,8,
10,7,
11,7,
12,7,
13,7,
14,9,
15,9,
16,9,
17,9,
18,9,
19,9,
20,9,
21,9,
22,9,
23,9,
24,9,
25,9,
26,9,
27,9,
28,9,
29,9,
30,9,
31,9,
32,9,
33,9,
34,9,
35,9,
36,9,
37,9,
38,9,
39,9,
40,9,
41,9,
42,9,
43,9,
44,9,
45,9,
46,9,
47,9,
48,9,
49,9,
50,9,
51,9,
52,9,
53,9,
54,9,
55,9,
56,9,
57,9,
58,9,
59,9,
60,9,
61,9,
62,9,
63,9,
64,9,
65,9,
66,9,
67,9,
68,9,
69,9,
70,9,
71,9,
72,9,
73,9,
74,9,
75,9,
76,9,
77,9,
78,9,
79,9,
80,10,
81,15,
82,18,
83,18,
84,18,
85,21,
86,27,
87,27,
88,27,
89,27,
90,27,
91,27,
92,27,
93,27,
94,27,
95,27,
96,39,
97,39,
98,39,
99,39,
100,39,
