generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
0,1813490,859985,1842041,1512317,1685552,1577895,436857,2326559,1374784,1396773,964392,1882525,1594760,2092924,1097834,853676,448104,294345,1313481,963604,933274,282623,509264,618030,1227987,2057911,1285645,1589077,567549,574835,765684,1721581,2067689,1885860,968836,982953,1584542,2018611,1391835,1522752,2480951,1561379,1179317,842447,1675265,540784,1598124,1559661,889658,1358013,722142,439286,2611164,1153868,2314355,606513,1212877,976261,695758,1131978
1,3,3,4,5,4,4,4,4,3,4,4,7,4,4,6,4,5,6,4,4,4,4,3,4,5,4,4,4,5,4,3,4,4,4,4,4,4,3,5,5,4,3,3,5,4,4,3,3,4,3,3,4,6,4,3,4,5,3,3,3
2,4,4,6,5,5,6,4,4,6,5,5,11,5,6,4,4,8,4,4,4,4,4,7,7,5,6,4,5,5,4,4,6,4,4,6,4,4,4,4,6,4,4,4,5,6,4,7,4,5,14,4,4,5,4,4,5,4,4,4,5
3,5,4,6,5,5,5,4,7,6,5,7,12,5,6,4,5,10,4,6,5,4,5,9,7,5,9,4,7,5,5,5,6,4,5,6,4,4,5,6,8,4,4,4,6,5,4,5,5,6,14,4,6,5,4,5,5,6,4,5,5
4,5,5,6,5,6,16,4,15,5,5,7,14,5,7,4,5,12,6,8,5,4,8,10,7,5,17,5,8,5,7,6,7,6,5,8,5,11,8,6,9,5,7,5,6,7,5,5,7,6,14,4,6,6,5,5,5,6,4,5,5
5,5,5,6,9,7,15,4,26,5,5,8,18,14,12,5,5,12,6,13,5,6,8,13,6,5,19,5,14,5,7,11,9,6,7,10,5,14,21,5,10,7,9,5,11,7,5,5,12,8,16,4,9,6,6,8,5,6,4,5,9
6,7,5,6,10,9,22,5,36,5,8,8,18,17,24,8,5,12,6,16,6,7,9,12,6,5,19,6,14,5,7,15,15,6,10,16,5,14,44,5,11,7,17,7,11,8,5,6,14,8,19,4,10,9,7,12,6,7,4,5,13
7,7,5,6,11,10,23,5,36,5,7,8,24,18,21,10,6,12,5,16,6,7,9,12,6,6,19,6,19,5,7,13,19,11,15,16,6,16,45,5,11,11,16,10,11,11,5,6,19,12,24,4,10,10,7,24,7,7,5,5,20
8,12,5,10,13,13,34,5,54,7,6,8,25,28,29,10,6,12,5,16,11,7,9,13,7,8,23,10,17,6,6,15,19,21,19,21,7,18,45,5,15,15,23,13,11,11,7,6,19,20,34,8,10,17,7,29,7,7,5,6,21
9,12,6,36,16,18,34,5,54,13,6,8,25,28,38,12,6,12,5,22,11,7,12,13,7,18,23,8,17,6,12,15,19,23,26,25,10,22,45,6,15,15,23,17,11,13,7,8,19,20,30,8,10,28,7,29,7,7,5,13,21
10,12,6,38,27,17,34,5,54,16,6,8,25,28,32,15,11,13,5,25,12,7,12,13,7,18,28,20,22,6,13,23,19,29,31,25,10,20,45,8,15,20,33,17,13,17,7,14,21,20,30,8,10,39,7,43,7,9,6,21,21
11,12,6,38,35,21,35,5,73,34,8,10,31,28,36,20,11,20,5,30,15,7,12,16,7,19,33,20,23,6,13,21,19,35,31,24,15,20,45,12,15,31,33,17,13,16,7,20,21,20,46,12,12,42,9,48,7,9,6,24,26
12,21,6,56,38,25,45,5,73,39,8,10,31,30,39,20,14,20,5,30,19,7,12,16,7,19,33,20,23,6,15,25,23,32,35,24,15,20,45,29,15,32,29,29,19,17,7,21,21,20,45,12,11,42,17,48,7,9,6,24,26
13,26,6,62,38,23,36,6,73,38,9,10,52,30,49,25,14,20,5,30,19,11,12,16,7,24,50,20,27,7,19,25,25,44,35,24,15,20,45,29,20,44,31,29,19,21,7,41,21,20,51,11,13,46,18,42,7,9,7,24,26
14,26,6,74,45,41,52,6,73,38,9,14,52,43,49,42,14,20,5,26,28,13,12,17,7,24,48,18,25,8,19,25,22,46,35,24,15,36,45,34,20,44,35,29,19,21,7,41,38,22,53,17,13,54,18,42,7,9,7,23,27
15,32,6,74,45,41,52,6,73,38,14,16,63,43,55,42,14,20,5,26,28,25,12,17,8,24,48,27,25,9,19,32,33,46,35,28,14,36,49,41,20,50,48,33,19,21,7,41,38,22,53,17,15,56,21,59,7,9,13,23,28
16,32,6,71,44,46,45,6,79,43,11,16,80,43,60,42,14,20,5,31,33,25,19,17,8,24,48,33,25,9,19,32,37,51,39,28,17,32,48,47,24,50,52,33,22,21,7,41,38,22,53,19,15,61,23,59,8,9,20,27,37
17,34,6,75,44,49,55,6,76,43,13,16,77,54,62,37,17,20,5,34,33,25,19,20,10,24,59,33,27,11,20,31,37,51,44,31,17,32,70,47,24,65,52,34,22,25,7,41,38,26,53,31,16,72,23,61,8,14,20,27,35
18,40,6,75,41,49,46,6,76,43,21,17,94,54,57,37,20,20,5,47,33,25,19,20,13,24,59,33,37,12,23,31,37,56,44,31,18,43,70,47,24,63,63,34,23,25,8,36,38,26,53,41,19,72,23,78,14,51,24,27,35
