generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
41,25,81,54,46,8,71,50,80,44,9,41,66,10,17,73,6,52,26,70,90,6,6,56,109,71,71,73,56,6,47,73,86,32,48,33,62,26,32,69,5,32,7,44,7,78,65,46,48,40,58,39,8,31,61,84,93,58,40,28,19
42,25,83,54,53,8,71,50,93,52,9,50,66,10,17,75,6,69,32,70,93,6,6,56,109,71,71,73,56,6,48,73,86,39,48,33,62,26,32,69,5,32,7,44,7,78,65,59,55,40,58,39,8,35,61,84,93,58,52,28,19
43,25,91,54,53,8,71,59,93,62,9,50,74,10,17,75,6,69,32,75,93,6,6,59,109,71,76,76,56,8,48,73,90,44,48,33,62,26,32,73,6,32,7,44,7,78,65,67,55,45,58,39,8,35,61,84,93,58,54,28,19
44,25,91,54,62,8,76,59,93,62,9,52,74,10,17,75,6,76,32,73,93,6,6,59,109,74,76,75,56,8,49,73,90,44,48,33,58,26,43,73,6,32,7,46,9,78,73,60,55,45,58,39,8,33,61,84,93,58,54,29,19
45,25,91,54,72,8,76,59,93,75,9,58,74,10,17,75,6,76,32,73,93,6,6,59,109,83,76,75,56,8,49,73,95,44,48,33,72,26,43,77,6,32,7,46,23,78,75,60,55,45,76,39,11,33,67,84,93,64,67,28,19
46,25,91,56,72,8,76,59,93,72,9,73,74,10,17,75,6,74,32,73,93,6,6,60,109,83,83,75,56,8,55,73,95,44,48,33,82,26,43,77,6,32,7,46,23,82,78,67,55,45,76,39,11,33,72,84,94,64,73,30,19
47,25,91,66,75,8,76,59,93,75,9,73,78,10,19,75,6,83,32,73,93,6,6,60,109,83,83,75,52,8,55,77,95,44,52,33,82,26,43,82,6,32,7,46,30,81,72,67,55,45,76,39,13,33,71,85,95,64,73,34,19
48,25,91,66,75,8,76,59,93,75,9,73,78,10,21,74,6,83,32,75,102,6,6,70,109,90,87,75,52,8,55,75,97,44,52,33,74,26,43,84,6,32,7,46,30,81,84,67,55,45,76,39,19,42,71,85,99,64,73,34,19
49,25,91,66,75,8,76,59,93,75,9,78,78,10,21,77,6,83,32,75,102,6,6,70,109,90,91,75,52,8,55,81,97,44,52,33,74,26,43,84,6,37,7,50,41,81,84,67,66,45,76,39,22,42,73,85,99,64,73,34,19
50,25,93,83,84,8,76,59,93,89,14,78,78,10,25,77,6,83,32,75,105,6,6,70,109,90,91,75,52,8,53,76,97,43,63,33,74,26,43,84,6,42,7,50,41,81,84,67,66,45,76,39,22,42,78,85,93,64,73,34,19
