generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
0,264813,487923,632521,696990,357675,151896,389476,997743,315441,639764,469037,154559,365951,173344,1185546,146304,880783,525213,194699,1146833,615542,174636,596154,887862,650292,816877,430635,539172,553175,481685,363754,170816,203736,491753,279735,213017,218276,183374,264209,138705,363309,408287,390292,145606,314626,207135,384238,643655,466193,253353,165258,673394,256235,238960,469751,389957,403298,393548,450925,153035
1,6,3,4,3,3,3,4,3,3,5,5,3,4,4,3,4,4,5,4,3,3,4,6,4,5,4,3,3,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,3,5,4,4,3,5,5,5,4,3,3,4,4,5,7,4,3
2,6,4,4,4,4,5,4,4,3,5,4,4,4,4,4,4,4,4,4,4,3,4,5,5,4,5,3,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,4,4,4,5,5,4,4,3,4,5,4,4,7,4,5
3,6,5,4,5,4,4,4,5,4,4,4,5,7,4,6,4,4,4,6,6,3,4,7,5,7,5,3,4,4,5,4,5,4,4,4,5,4,4,5,5,4,4,4,5,5,4,4,5,7,4,4,4,4,4,5,4,4,9,4,4
4,6,5,5,5,4,4,4,5,5,4,4,5,7,4,12,4,4,4,6,6,4,4,7,5,7,5,4,8,4,5,4,5,4,4,6,5,4,4,5,5,4,4,4,5,5,5,4,6,10,4,4,7,4,4,8,4,4,9,8,5
5,6,5,5,5,4,7,4,5,5,4,4,5,7,4,20,4,5,7,6,10,4,4,7,5,7,5,4,10,4,5,4,5,4,5,6,6,4,5,5,5,4,7,4,5,5,5,4,5,10,5,4,9,6,7,8,4,5,14,8,5
6,6,5,5,5,4,7,5,5,5,5,5,5,7,6,25,4,5,7,6,12,4,4,7,5,5,5,4,17,5,6,4,5,4,5,5,6,5,5,10,5,4,7,4,5,5,5,4,5,10,5,6,13,6,7,8,4,5,14,8,5
7,6,5,5,5,4,7,5,5,5,5,5,5,7,5,31,4,5,5,6,16,4,4,7,9,6,5,5,17,5,6,4,5,4,6,5,6,6,5,10,5,4,8,4,5,6,5,4,7,10,5,6,16,7,7,8,4,5,14,8,5
8,6,5,6,5,4,7,5,5,5,5,5,5,6,5,31,4,6,5,6,16,6,4,7,9,9,5,5,17,7,9,6,5,4,8,5,6,6,5,10,5,4,13,4,5,6,5,4,7,14,5,6,29,7,7,11,4,5,14,8,9
9,6,5,6,6,5,7,5,5,5,5,5,5,7,5,31,4,6,7,6,19,6,4,7,11,10,5,5,17,14,9,8,7,4,8,5,8,6,5,10,5,4,13,5,5,6,5,4,7,19,5,6,29,7,7,11,4,5,14,8,9
10,7,5,6,7,5,7,5,5,5,5,6,5,7,5,31,6,8,11,6,19,6,4,8,11,13,5,5,17,13,9,8,7,4,18,5,9,6,5,10,5,4,13,5,5,5,5,4,6,31,5,6,29,8,10,11,4,7,11,11,9
11,6,5,8,13,6,5,5,5,5,6,6,5,7,5,31,6,11,14,7,20,6,4,8,11,21,5,5,17,15,9,13,7,7,18,5,9,6,5,10,5,4,14,5,5,5,5,4,6,37,5,6,29,10,10,11,6,7,11,11,9
12,6,7,8,12,6,5,6,7,5,6,6,5,9,5,32,6,18,14,7,22,6,6,8,18,21,8,5,23,21,9,14,7,6,22,5,9,6,6,10,5,6,14,5,5,5,5,4,11,37,5,6,38,13,10,11,6,7,11,11,9
13,6,7,8,12,6,5,6,9,5,6,8,5,9,5,37,6,18,16,7,30,6,6,9,18,22,10,5,23,21,12,15,7,6,22,5,9,6,6,10,5,6,15,5,5,5,5,4,11,37,5,7,38,13,12,11,6,7,11,11,9
14,6,7,8,13,8,5,6,10,5,6,8,6,9,5,37,5,18,16,7,35,6,6,9,18,22,15,5,23,21,33,15,7,7,22,5,9,6,6,7,5,6,15,6,5,6,5,4,12,37,7,7,38,13,12,11,6,9,11,11,9
15,6,8,15,15,8,5,6,12,7,10,8,6,9,5,42,5,22,22,7,35,6,6,9,21,22,16,5,36,21,33,15,7,7,19,5,9,6,6,7,5,6,21,6,7,6,5,6,44,37,7,7,38,12,12,11,6,9,11,11,9
16,6,11,15,19,8,5,6,41,7,10,8,6,9,5,61,5,39,22,7,28,6,6,9,21,22,16,5,36,21,33,14,7,7,24,5,9,6,6,7,5,6,21,6,7,7,6,6,44,37,7,7,38,12,21,11,6,10,15,13,9
17,6,12,15,19,7,5,6,47,7,13,8,6,9,5,61,5,39,24,7,28,6,6,10,21,22,16,5,36,25,33,14,7,7,33,5,9,6,6,8,5,6,29,6,7,8,9,6,44,37,7,7,73,15,21,16,6,10,18,17,9
18,6,12,15,19,7,5,6,47,7,13,8,6,9,5,69,5,39,25,7,41,6,6,10,30,33,28,5,36,25,37,16,7,7,33,7,9,6,6,8,6,6,29,6,6,8,9,5,44,37,7,7,73,15,21,24,6,13,18,27,9
19,6,12,15,21,7,5,6,47,7,14,8,6,9,5,78,5,39,26,7,56,6,6,10,30,33,28,5,36,25,32,16,7,7,29,7,11,6,6,8,6,6,29,6,6,8,9,5,44,51,7,8,78,15,21,34,6,13,18,28,9
20,6,12,15,22,7,5,6,47,7,14,8,6,11,5,78,6,39,26,7,55,6,6,15,30,33,28,5,36,29,37,16,6,7,29,7,11,6,6,10,6,6,29,6,6,9,9,5,47,51,7,8,78,15,21,34,6,21,17,33,9
21,6,12,19,26,7,5,6,47,7,13,8,6,15,5,78,6,39,26,7,55,6,5,27,30,33,40,5,36,29,48,16,6,7,29,7,11,6,6,13,6,6,29,6,6,17,10,5,54,51,7,8,78,15,21,34,6,21,17,33,9
