generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
0,552239,214389,1158022,1083915,1169380,1143872,661813,518072,552789,980514,378024,631333,304099,885625,194894,624954,373363,690696,198335,216128,999234,822728,1323361,1034444,760210,363046,703693,1406389,587382,1103249,1135972,640476,879270,377568,1514091,952894,1114948,1118605,616157,780666,886659,329805,304839,595226,505778,640232,861484,704777,183702,920349,661642,374159,842216,202001,454355,568291,609529,1210091,1437789,505311
1,3,3,5,4,3,5,4,3,4,3,4,4,4,3,5,3,3,5,6,3,4,5,4,7,4,4,3,5,4,3,4,4,4,5,4,3,5,4,3,5,4,4,4,6,3,4,3,3,4,3,4,4,4,6,4,3,4,4,6,4
2,4,4,5,8,4,5,4,3,4,4,4,4,4,4,5,3,4,4,6,4,5,5,4,7,4,4,4,5,4,4,4,4,4,4,5,3,5,6,4,5,8,5,5,4,3,4,5,7,6,4,4,7,5,5,5,4,4,4,23,4
3,4,4,5,10,4,6,6,5,4,4,4,4,4,4,4,4,4,4,6,4,5,4,4,7,4,4,4,7,4,5,4,4,4,4,4,4,5,8,4,5,8,4,5,4,3,4,5,7,4,4,4,7,5,5,5,4,4,4,23,4
4,5,4,5,10,4,6,6,5,5,5,4,5,4,4,4,4,4,4,6,4,5,4,5,7,4,4,4,7,4,5,4,4,4,6,5,4,6,17,7,5,10,4,5,4,4,4,5,6,4,5,4,7,4,5,5,4,5,4,23,4
5,5,4,5,11,6,11,6,5,5,5,4,5,4,6,4,4,4,6,6,5,5,4,5,7,7,4,6,7,5,5,4,4,5,6,5,5,9,21,7,5,10,5,5,5,4,4,7,6,7,5,8,7,4,5,5,4,7,4,39,4
6,5,5,5,12,6,21,6,5,5,5,6,7,5,6,5,8,4,6,6,5,5,4,6,6,9,5,6,8,5,9,4,6,5,6,6,7,9,21,7,7,10,5,5,5,4,6,7,11,7,5,11,7,4,5,6,5,7,8,41,5
7,5,5,5,12,6,21,6,5,5,5,6,7,5,6,5,8,4,6,6,5,10,7,6,10,12,5,5,10,5,10,4,7,7,6,14,7,11,20,7,7,11,5,5,7,6,7,12,12,7,5,11,7,4,5,6,5,7,12,41,8
8,5,5,6,13,6,21,7,5,5,6,6,7,8,7,5,8,6,6,6,6,12,6,6,11,12,5,6,18,5,19,6,6,7,5,16,9,21,24,7,7,16,5,5,7,5,7,15,12,7,6,11,8,4,5,6,5,9,14,36,8
9,5,5,11,21,13,23,7,5,5,6,6,7,8,7,5,8,5,7,5,6,12,6,7,21,12,5,7,30,7,19,7,6,7,6,17,17,21,24,7,7,18,5,7,7,6,10,17,15,7,6,11,8,4,5,6,5,9,16,36,8
10,6,5,11,25,28,32,7,5,6,9,6,7,8,5,5,8,6,8,5,6,12,6,7,21,12,5,7,38,7,29,7,6,7,6,30,21,32,24,7,7,22,5,7,6,6,10,17,19,7,6,13,13,5,5,6,6,9,16,36,8
11,6,5,11,28,28,59,7,5,6,9,6,6,8,6,5,8,6,8,5,6,12,7,9,21,12,5,7,51,8,29,15,6,8,10,35,21,32,29,7,7,25,5,7,6,11,11,17,21,7,6,13,14,5,5,7,6,10,18,36,8
12,7,5,11,29,28,59,7,5,8,9,6,6,9,6,5,8,6,8,5,6,12,10,12,21,15,5,8,74,9,29,15,6,11,10,35,21,39,29,7,7,25,5,6,8,15,11,17,21,7,6,13,14,5,5,7,10,10,24,36,8
13,7,5,19,29,45,59,7,5,11,14,6,6,9,8,5,6,6,11,5,6,12,22,25,28,27,5,10,74,11,29,16,9,13,10,45,26,57,29,7,7,24,5,6,10,29,12,16,21,7,6,13,16,5,5,7,9,14,24,42,8
14,7,5,21,29,45,59,7,5,11,19,6,6,9,10,5,7,8,14,5,6,12,22,24,29,27,5,19,76,14,36,19,8,13,13,45,26,57,27,11,7,24,5,6,12,29,12,16,21,7,7,13,16,13,8,7,10,18,24,59,10
15,7,5,28,29,45,75,7,5,12,28,6,8,10,10,5,7,8,14,5,6,14,22,24,35,25,5,19,76,14,36,19,10,13,11,77,26,57,42,11,7,24,5,6,15,29,12,16,21,7,7,13,16,14,8,7,15,22,27,59,10
16,7,5,41,33,45,72,7,5,16,31,6,8,10,14,5,8,8,18,5,6,16,22,29,40,38,5,19,76,14,44,33,10,26,14,70,26,57,49,11,9,37,5,6,15,29,12,16,21,7,9,13,16,23,8,7,20,22,35,75,12
17,7,6,40,33,62,72,7,5,20,31,6,8,10,16,5,8,8,20,5,6,31,25,29,40,38,5,19,82,23,44,46,14,26,14,70,26,57,49,14,9,42,5,6,15,32,12,16,21,7,9,14,16,21,8,7,25,22,47,75,16
18,7,6,42,33,62,75,8,5,20,31,6,8,15,16,8,8,8,20,5,6,30,27,29,40,38,5,19,82,23,61,57,15,49,14,70,26,57,49,14,11,42,5,6,15,32,12,22,25,7,9,14,16,36,8,7,25,22,55,83,13
19,7,6,50,62,62,75,8,5,20,31,6,8,17,27,8,10,10,28,5,6,26,27,34,58,38,5,21,82,23,61,67,17,49,22,80,26,57,51,14,13,42,5,6,15,32,16,23,25,7,11,14,20,36,8,7,25,22,71,88,13
20,7,6,51,61,66,75,8,5,20,39,6,8,17,32,8,21,10,28,6,6,53,27,34,58,38,5,19,82,29,61,76,17,55,21,80,26,57,51,25,15,42,5,6,24,32,19,23,27,7,22,15,20,45,8,9,21,31,71,88,17
21,7,6,51,61,69,75,8,5,20,39,6,8,17,32,8,21,10,35,6,6,54,44,50,58,38,5,19,82,29,61,76,19,55,21,86,26,57,59,23,21,42,5,6,24,32,19,29,27,7,25,21,20,45,8,20,30,31,58,88,23
22,7,6,51,61,69,75,10,5,20,39,6,13,17,43,8,21,10,35,6,6,55,44,50,58,38,6,19,82,29,61,76,25,55,21,86,35,57,59,25,27,42,8,6,24,32,20,31,27,7,42,19,20,45,8,20,30,31,77,88,23
