generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
0,727172,823730,896079,1212099,864599,1062163,428414,578536,237197,869680,227287,1455527,808921,1122947,800778,545014,742463,1458691,424315,677668,467139,583425,1300983,1365479,881699,658148,234651,1548699,323742,1001376,595874,977918,1326794,466698,319894,235825,240447,1765539,517732,1482173,781629,360020,1209283,1229877,1468017,279056,1350292,280185,246312,1687415,453726,691203,985733,664388,644288,400920,1364095,550446,542819,829384
1,3,3,3,3,4,3,4,4,4,4,3,3,4,4,4,5,4,4,3,5,6,3,3,4,4,4,3,4,7,4,5,3,4,3,4,3,4,4,7,6,6,3,6,3,4,4,4,3,4,4,3,4,5,7,3,4,4,3,5,3
2,6,4,4,7,5,4,4,4,4,4,4,3,5,4,4,4,4,4,3,5,6,5,6,6,7,4,4,4,5,4,4,5,4,4,4,3,4,5,7,6,6,4,6,6,4,5,4,4,4,4,4,4,5,7,5,4,4,6,5,4
3,7,4,4,7,5,4,4,4,4,4,4,4,5,5,6,6,4,4,4,4,4,6,6,8,8,4,4,4,5,5,5,6,4,4,4,4,4,5,7,9,7,4,4,6,4,5,4,6,5,4,4,4,8,7,5,4,4,5,8,4
4,7,7,4,9,5,4,5,4,6,6,4,6,5,9,5,8,4,5,6,4,4,9,7,12,11,4,4,8,5,5,5,6,7,5,6,4,4,10,7,11,11,4,6,11,5,5,4,6,5,7,6,4,8,10,5,4,4,5,9,4
5,10,9,4,12,5,4,5,4,6,6,4,9,5,9,6,10,4,5,6,7,4,11,12,18,14,4,4,12,5,5,5,6,7,6,6,4,5,12,7,26,11,4,6,11,7,5,4,6,5,5,6,7,8,10,5,4,4,5,9,4
6,11,9,4,12,5,8,5,4,6,6,4,13,5,11,8,10,6,9,5,7,4,16,12,19,14,4,4,16,4,6,5,9,8,6,6,4,5,23,7,26,11,4,6,16,6,6,6,6,5,6,8,7,10,10,5,5,8,5,9,4
7,13,9,4,12,6,10,5,4,6,7,6,19,6,15,9,10,6,9,7,7,4,16,12,28,11,5,5,16,4,8,5,11,15,6,8,4,5,38,7,38,13,4,6,16,9,6,7,5,7,13,9,7,10,10,5,5,7,5,9,5
8,13,12,5,12,6,11,5,6,6,8,6,20,6,23,9,10,6,11,7,7,5,16,15,28,11,6,7,18,4,8,5,12,19,6,8,4,5,38,7,51,13,4,6,16,9,7,8,5,7,22,9,7,17,10,5,5,9,5,9,5
9,13,12,6,23,6,15,5,5,6,9,6,23,8,23,12,10,6,14,7,9,5,16,17,27,11,6,7,27,5,9,10,15,17,6,8,4,5,54,7,65,15,4,7,16,9,7,11,5,7,23,9,7,25,16,6,5,9,5,10,7
10,13,13,6,23,7,19,5,6,5,10,8,26,8,19,15,10,6,18,9,12,6,16,19,27,15,7,7,40,5,17,10,19,20,7,9,5,5,54,5,65,15,4,7,27,12,7,20,6,7,32,12,9,25,16,8,7,9,5,12,7
11,13,17,8,27,7,21,5,7,5,13,8,26,8,24,15,10,6,23,9,14,9,17,20,29,15,10,7,40,5,23,10,19,22,10,8,5,7,54,5,75,15,5,9,30,17,7,20,6,7,32,11,9,23,16,8,7,12,5,16,7
12,15,16,8,27,7,23,5,7,5,16,8,26,8,24,17,12,7,27,14,19,12,18,30,29,20,8,6,40,5,23,10,22,27,10,8,6,7,54,10,75,22,5,11,30,17,7,20,6,7,32,11,9,28,16,8,7,12,5,20,9
13,15,16,8,27,9,23,5,7,5,16,8,26,9,24,22,17,7,27,15,19,16,20,41,33,20,14,6,44,5,25,13,32,27,10,10,6,7,54,16,75,22,5,18,30,23,7,18,6,7,49,11,9,28,16,8,9,26,5,20,9
14,15,19,10,25,9,40,5,7,5,16,8,48,8,33,22,20,7,35,16,26,21,20,49,33,20,23,6,43,5,25,12,42,27,10,10,6,7,54,18,72,22,5,23,30,23,7,44,6,7,49,13,9,28,16,8,8,39,9,20,9
15,15,19,15,33,9,52,5,7,5,17,8,48,14,40,23,20,7,35,18,26,22,22,49,49,20,23,6,68,6,25,12,42,28,11,13,6,7,85,18,72,22,5,23,30,20,7,44,8,7,64,13,18,28,16,8,10,39,9,20,9
16,17,23,15,42,11,52,5,7,5,20,8,48,22,72,29,20,7,59,18,26,22,22,59,47,20,23,6,68,6,25,12,42,28,11,15,6,7,85,18,77,22,6,23,43,30,7,54,8,7,66,14,18,32,16,8,12,48,9,29,9
17,17,30,15,42,18,56,5,7,5,20,8,49,30,72,29,20,7,59,18,26,22,26,59,47,20,23,6,68,6,22,12,57,41,11,14,6,7,85,18,77,22,8,27,46,45,7,54,8,7,66,14,20,32,24,8,15,54,9,29,9
18,17,31,15,42,24,77,5,7,5,25,8,67,28,72,29,18,7,59,18,26,21,26,66,49,23,23,6,68,6,27,14,57,75,13,14,10,7,85,18,77,22,11,30,46,45,7,61,8,7,66,19,32,36,28,8,16,60,9,29,9
19,21,31,19,60,24,77,5,7,5,25,8,79,28,72,29,18,7,63,18,26,21,26,75,53,27,23,6,78,6,33,14,57,75,13,14,10,7,91,24,77,29,11,37,46,45,7,61,8,7,66,19,32,45,28,8,20,64,15,29,10
20,19,34,24,56,24,77,6,7,5,25,8,79,28,72,28,18,7,63,18,29,21,26,75,61,24,26,6,78,6,33,13,57,75,13,14,10,7,91,24,77,41,14,29,46,51,7,61,8,7,66,19,41,50,37,8,20,64,32,30,14
21,19,44,29,56,30,77,6,9,6,40,8,79,51,72,28,18,7,62,18,29,21,26,75,75,33,26,6,85,6,33,13,57,74,13,14,10,7,91,24,77,41,14,29,69,75,7,61,8,7,68,20,41,52,37,8,20,69,32,30,21
22,24,44,29,67,30,77,6,10,6,42,8,92,59,72,28,18,7,62,18,29,21,26,66,75,39,37,6,79,6,33,18,57,76,13,14,10,7,91,24,84,41,14,45,69,75,8,66,8,7,68,20,41,60,37,14,20,70,32,30,26
23,32,44,34,67,31,77,6,14,6,42,8,92,59,72,28,20,7,63,18,29,28,26,76,75,39,37,6,79,7,33,18,57,76,13,14,10,7,91,24,84,41,17,47,69,75,8,66,8,7,77,20,41,60,37,14,20,77,32,30,32
24,32,44,34,67,41,77,6,15,9,42,8,92,59,72,28,20,8,63,18,29,25,26,76,75,39,44,6,92,7,33,18,57,76,13,14,10,7,88,24,84,38,17,47,69,75,8,66,8,7,77,20,44,61,37,17,20,77,32,45,32
25,54,44,34,58,41,77,6,15,9,42,8,92,59,72,31,20,29,70,18,28,25,26,76,75,54,44,6,92,7,33,18,57,76,16,15,10,7,88,24,84,38,15,69,69,75,8,66,8,7,77,20,44,61,37,23,20,77,32,45,32
26,54,44,46,87,41,78,6,20,9,44,8,92,59,72,31,25,29,70,23,37,25,26,86,75,60,44,6,92,7,38,18,57,76,28,17,10,7,91,24,86,38,15,68,69,75,9,66,8,7,77,31,50,61,41,23,20,77,32,45,32
27,54,44,46,87,41,78,6,20,9,51,8,92,59,72,39,25,31,70,31,39,25,36,87,75,60,44,6,92,7,44,20,57,76,28,17,10,7,91,24,86,38,18,70,69,75,9,66,8,7,77,31,50,61,37,26,20,77,32,45,31
28,60,44,47,87,44,78,6,20,9,66,8,92,59,72,39,25,31,77,32,39,25,36,87,75,60,44,6,92,11,44,24,57,78,28,17,10,7,91,37,92,43,35,75,69,75,10,69,8,7,92,31,50,75,47,26,20,85,36,45,35
29,60,44,68,87,48,78,6,20,9,66,8,91,59,72,39,25,31,88,32,53,25,36,93,75,67,53,6,98,18,61,24,57,78,28,17,10,7,91,45,92,48,35,85,69,75,10,69,8,7,92,29,50,75,47,28,20,85,61,45,35
30,60,45,55,87,54,75,6,25,9,56,8,91,59,72,31,25,31,88,32,53,29,36,93,75,67,53,6,98,18,61,26,57,78,28,17,10,7,91,45,92,48,35,85,73,76,11,76,8,7,92,29,45,75,47,35,20,85,61,45,36
31,60,54,55,87,54,75,6,25,9,56,8,91,59,75,45,25,33,86,32,53,29,36,93,86,77,53,6,98,18,61,32,78,78,28,17,10,7,91,45,92,48,35,85,73,75,11,75,8,8,92,29,58,75,47,35,20,85,61,45,52
32,60,54,55,87,57,75,6,25,9,63,8,91,71,75,45,34,33,86,32,53,29,36,93,86,77,53,6,98,18,49,32,78,86,28,17,10,7,91,45,92,48,35,85,73,78,11,75,8,8,92,34,58,75,47,35,20,85,61,45,56
33,60,56,55,84,64,81,6,38,9,68,8,91,72,77,64,34,40,93,32,53,29,36,93,86,77,53,6,98,19,49,41,70,83,28,17,10,7,91,45,93,48,35,89,73,78,15,75,8,8,92,34,58,75,47,39,20,86,61,45,65
34,60,56,73,84,64,90,6,38,9,68,8,91,72,77,64,34,44,93,32,53,28,36,91,86,77,53,6,98,19,49,41,70,83,28,17,10,7,91,45,93,53,35,89,73,78,12,88,8,7,109,34,59,75,47,45,20,86,61,45,65
