generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20
0,11951785,17958488,21445273,22064481,19033626,17988650,15052805,17946268,13350304,22946018,17053755,21171572,12930095,7262421,16507530,16795324,18546100,22057349,23972412,16753804
1,4,3,4,4,4,6,3,4,4,3,3,3,4,4,4,4,4,3,4,3
2,4,4,6,4,4,5,4,5,4,4,4,4,5,5,4,5,5,4,4,4
3,5,4,9,7,5,5,8,5,7,6,5,4,5,6,5,6,5,4,5,5
4,5,4,9,7,5,7,9,7,7,6,6,4,7,6,5,6,5,6,9,5
5,6,4,10,9,6,6,12,7,7,11,8,5,8,6,5,6,5,6,19,8
6,6,5,17,12,6,10,14,9,7,22,8,5,9,6,5,8,5,6,25,9
7,6,8,17,14,8,21,20,14,7,22,11,7,12,6,5,12,7,7,21,19
8,6,8,28,18,15,39,20,18,6,26,13,11,16,6,5,18,9,7,22,19
9,6,8,23,18,15,39,23,24,6,29,19,18,14,6,5,18,12,7,46,19
10,6,10,26,18,15,39,23,24,7,35,25,24,14,6,7,18,24,7,46,19
11,6,15,30,21,15,42,29,29,7,37,34,24,14,8,8,19,24,7,46,19
12,6,15,30,22,24,42,29,41,7,40,34,27,20,8,8,19,24,7,46,19
13,6,22,44,24,24,42,31,41,7,40,34,27,20,8,6,19,24,7,46,19
14,15,30,47,29,23,49,31,41,7,40,56,33,20,8,15,19,24,7,46,19
15,15,35,47,29,23,56,41,41,7,62,56,33,20,8,15,19,24,7,46,27
16,15,35,47,40,23,56,41,41,7,57,61,47,20,8,14,19,24,7,44,27
17,15,35,47,53,27,56,41,38,7,57,75,51,21,9,14,19,37,7,46,27
18,25,40,48,53,27,65,50,38,7,68,75,51,21,9,16,19,42,7,56,28
19,25,40,47,50,38,69,49,57,7,75,75,57,22,9,16,19,44,7,56,44
20,25,40,61,50,38,69,49,51,7,95,75,60,22,10,16,19,44,7,61,44
21,25,35,61,50,38,69,48,62,7,95,75,60,29,15,29,19,49,7,61,44
22,25,49,61,64,38,69,51,66,7,95,75,60,29,16,28,19,51,7,61,41
23,26,49,61,54,38,69,51,76,7,95,75,60,29,19,27,19,72,7,61,48
24,31,54,61,66,38,72,51,76,7,95,74,56,29,20,27,19,72,8,61,73
25,45,54,60,75,38,72,51,76,9,95,74,62,29,22,27,20,72,8,61,73
26,45,61,75,75,38,72,51,83,9,95,74,62,29,23,37,23,72,12,61,73
27,45,77,75,74,38,83,51,89,12,95,75,59,29,23,37,22,72,19,56,73
28,45,77,75,74,48,83,51,89,12,94,75,59,29,23,37,22,73,15,66,75
29,45,77,86,86,48,83,53,89,22,94,75,59,44,23,37,22,73,19,66,75
30,45,77,90,86,46,78,53,89,28,110,80,64,44,26,37,28,75,21,66,75
31,45,77,90,86,55,78,53,95,28,110,84,64,44,27,41,28,79,21,66,66
32,45,77,90,93,51,97,53,95,32,110,84,64,44,27,41,28,79,24,82,75
33,45,78,110,93,57,97,53,95,34,111,90,66,44,27,41,28,79,21,80,75
34,45,78,110,99,63,97,57,95,34,111,90,66,44,27,41,27,82,31,80,75
35,45,78,110,99,63,97,57,95,58,111,90,64,44,27,41,27,82,31,80,75
36,45,78,110,99,63,97,57,89,58,111,90,64,44,27,41,38,85,31,80,75
37,45,78,110,119,63,97,68,89,58,123,90,64,44,27,40,38,85,31,80,75
38,45,78,112,119,63,97,68,89,58,123,90,64,44,27,41,49,85,31,80,75
39,45,78,112,119,75,119,78,89,58,123,94,64,44,27,41,48,85,31,80,75
