generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
0,1312063,1199971,1229784,861698,821521,1002980,446476,1201453,474110,785041,428786,885113,915517,827146,1174627,1513189,1146735,521634,437530,2289176,468221,971619,1777379,597822,565688,697890,1148894,1200809,1147668,1134648,729323,748328,603028,425696,578443,1052293,726676,1813673,430512,806374,1380562,472431,470631,1642261,2218717,721958,2220905,1579255,458255,1904276,1687819,597483,505985,501840,1199386,1172453,1265399,1000356,784918,604162
1,3,3,3,4,5,3,3,4,3,5,4,4,4,3,5,4,4,3,3,4,4,3,4,3,4,3,4,3,5,4,4,4,4,5,5,3,3,6,3,3,4,3,4,4,5,4,4,5,4,3,4,5,4,4,3,4,4,4,3,3
2,6,4,3,4,6,4,4,4,4,5,4,4,4,3,5,4,5,4,4,6,4,5,5,4,4,4,4,3,4,4,5,4,6,5,5,4,4,6,3,5,6,4,4,6,4,4,6,5,4,5,4,4,5,4,4,5,7,4,5,4
3,9,4,4,5,6,4,6,4,5,5,4,5,4,4,5,5,5,4,4,6,5,5,5,4,4,4,10,5,6,5,5,4,6,5,5,4,5,7,4,5,6,5,5,6,4,6,9,4,4,5,4,4,5,4,4,6,7,4,5,4
4,9,5,4,6,7,5,6,4,5,4,4,5,4,4,5,5,8,5,4,5,5,5,7,5,4,6,10,5,6,5,6,4,6,5,5,4,5,9,4,5,6,4,5,10,4,6,17,4,4,5,4,4,5,4,4,6,11,8,5,4
5,9,7,6,6,7,5,6,5,5,4,4,5,4,4,6,7,8,5,4,7,6,5,7,5,4,6,11,5,6,5,10,5,6,5,6,5,5,12,4,4,6,4,5,10,4,6,17,6,4,5,4,4,5,4,4,6,11,8,6,5
6,9,7,8,6,7,5,6,5,5,4,4,8,5,4,6,10,10,5,5,12,7,6,9,7,4,6,11,7,5,5,10,5,6,5,6,5,4,16,5,4,6,5,5,10,7,6,17,6,4,5,4,4,5,5,4,6,11,8,6,6
7,13,7,12,6,10,5,6,6,5,5,4,8,6,4,9,14,10,7,5,19,7,10,14,14,4,6,11,7,5,5,10,7,6,5,6,5,4,18,5,5,6,5,5,16,9,6,22,7,5,5,5,4,5,5,5,10,11,9,6,6
8,13,9,16,7,10,11,5,6,5,5,4,8,6,4,9,18,10,7,6,25,7,10,15,14,4,6,12,6,5,5,10,7,5,5,6,7,4,18,5,5,6,5,5,16,9,6,26,10,5,5,6,5,5,5,8,11,11,9,6,6
9,13,12,15,7,10,15,5,6,5,7,5,8,6,4,8,26,10,7,5,24,7,10,25,14,5,6,15,6,6,6,14,8,5,5,7,7,4,18,5,5,6,5,5,16,13,6,35,12,5,6,6,9,7,5,12,11,11,9,6,6
10,15,12,15,7,10,19,5,6,6,8,5,8,6,5,9,26,14,7,5,24,7,10,29,16,5,6,15,7,6,6,14,9,6,5,7,10,5,28,5,5,5,6,5,16,21,6,35,12,5,6,6,9,7,5,14,11,11,10,6,6
11,18,13,15,7,13,19,5,6,6,6,5,8,6,5,9,26,14,7,5,29,7,10,29,18,5,6,14,9,11,6,14,9,6,5,7,15,5,28,5,5,5,6,5,16,21,6,39,13,5,6,6,9,7,5,17,11,11,12,6,6
12,18,28,15,7,13,32,5,8,6,6,5,8,6,5,9,26,15,7,5,46,7,10,29,17,5,6,14,9,19,6,12,9,6,6,7,24,5,36,5,5,8,7,5,16,21,6,39,13,5,9,6,9,7,5,32,13,12,13,6,6
13,18,28,19,7,13,32,6,8,6,6,5,8,6,5,11,27,24,7,6,45,7,14,29,17,6,6,21,9,19,6,12,8,6,6,7,24,5,34,5,7,8,7,5,20,25,6,55,21,5,9,6,9,7,5,32,13,13,13,6,6
14,18,28,19,7,13,32,6,8,6,8,5,8,6,5,12,29,24,7,6,58,7,20,29,19,6,7,19,12,19,6,12,8,6,6,7,28,5,44,5,7,8,7,6,23,25,6,55,21,5,9,7,9,7,5,32,14,14,29,11,6
15,18,28,28,7,13,32,6,19,6,9,5,8,7,5,12,37,24,7,7,58,7,19,29,19,6,7,21,13,19,11,12,8,6,6,7,28,7,44,5,7,8,7,6,23,45,6,55,24,5,9,7,9,7,5,32,15,17,26,11,6
16,18,28,28,7,13,32,6,29,6,9,5,8,8,5,15,62,25,7,7,77,7,19,29,19,6,7,24,17,25,12,15,8,9,6,7,28,7,44,5,7,8,7,6,28,45,6,56,24,5,16,7,9,7,5,31,15,25,26,11,6
17,30,33,29,7,18,32,6,29,6,10,5,8,9,8,20,62,25,7,7,77,7,19,33,19,6,7,34,20,25,15,17,14,9,6,8,28,7,44,5,7,11,7,6,28,45,6,56,30,5,22,7,9,7,5,31,15,25,26,11,6
18,30,33,29,7,20,32,6,29,6,10,5,10,9,8,20,62,25,7,7,77,7,19,38,19,8,7,36,20,25,16,17,14,9,5,8,28,6,51,5,7,13,7,6,28,85,6,75,30,5,26,7,9,7,5,31,17,28,26,11,6
19,30,33,29,7,22,32,6,29,6,12,5,10,10,8,20,62,40,7,7,77,7,19,36,19,8,7,36,20,25,24,17,14,9,5,9,33,7,56,5,9,14,7,6,28,85,6,75,30,5,26,7,9,7,5,52,17,28,26,11,8
20,30,33,29,9,22,39,6,29,10,12,5,10,15,11,20,62,40,7,7,75,7,19,36,19,8,7,36,20,25,24,17,14,9,6,8,33,8,53,5,9,17,7,6,28,90,6,75,30,5,26,7,9,7,5,52,24,28,28,11,8
21,30,33,32,22,22,39,6,29,10,12,5,10,15,14,22,62,40,7,7,75,7,19,48,19,8,7,39,20,25,24,17,14,9,6,14,33,8,55,5,16,22,7,6,28,90,6,75,30,5,39,8,9,7,5,52,24,27,28,12,8
22,34,39,32,23,22,39,6,29,10,12,5,10,15,17,22,62,40,7,7,75,7,21,72,19,8,7,39,20,37,24,17,14,9,7,14,33,7,55,5,16,24,7,6,28,90,7,75,32,5,48,25,10,7,5,52,21,27,28,18,8
23,34,39,32,27,29,39,6,38,10,12,5,11,15,20,23,62,40,7,7,75,7,21,71,19,8,8,39,30,43,24,25,13,11,7,15,47,11,55,5,16,24,7,6,35,98,7,90,32,5,49,27,12,7,5,52,21,27,28,18,8
24,34,39,30,40,29,39,6,38,10,12,5,11,15,20,23,75,40,7,7,75,7,39,71,19,8,8,39,37,70,31,25,24,11,7,16,47,11,55,5,15,24,7,6,38,98,7,90,49,5,65,43,15,7,5,52,30,27,28,18,8
25,34,46,49,40,29,39,6,38,10,13,5,17,15,31,23,75,40,7,7,76,7,39,71,19,8,8,39,37,70,56,25,24,11,7,16,47,15,65,5,15,34,7,6,49,98,7,90,49,5,65,43,15,7,5,52,30,27,28,18,8
26,34,46,49,40,29,60,6,38,10,13,5,17,15,31,28,75,40,7,7,76,7,39,71,19,8,10,39,38,75,56,25,24,12,7,20,47,15,65,5,16,45,7,6,53,98,7,93,49,5,83,43,16,7,5,52,30,42,30,21,8
27,34,46,75,41,29,60,6,38,10,16,5,17,19,31,28,72,40,7,7,79,7,39,71,19,8,14,63,38,75,56,25,24,18,7,20,47,15,65,5,19,47,7,6,69,98,7,93,53,5,83,47,19,7,5,52,30,42,33,21,8
28,34,65,75,41,29,60,6,38,10,18,5,25,18,31,31,72,40,7,7,75,7,39,76,19,8,15,63,38,75,56,29,24,19,7,20,47,19,65,5,22,46,7,6,69,98,7,93,58,5,85,75,19,7,5,52,31,42,33,19,8
29,39,65,75,41,31,60,6,38,10,18,5,28,25,31,31,72,42,7,7,75,7,39,76,19,8,18,63,38,75,56,29,24,19,7,20,47,19,61,5,22,46,7,6,69,98,10,93,58,5,85,75,22,7,5,52,36,42,38,19,8
30,41,65,75,41,31,60,6,55,10,18,5,28,25,35,39,72,41,7,7,75,7,33,76,19,8,18,63,38,75,56,29,23,19,7,20,47,19,61,5,22,46,7,6,69,98,10,93,58,5,85,69,22,7,5,52,36,42,38,29,8
31,41,65,75,41,31,60,6,61,10,17,5,28,33,35,39,72,42,7,7,86,7,33,75,19,8,18,69,38,75,63,25,24,19,7,20,47,25,73,5,22,60,7,6,77,98,10,93,58,5,90,69,22,7,5,52,36,42,38,27,8
32,41,65,75,41,31,60,6,61,10,17,5,39,29,37,39,72,54,7,7,86,7,33,100,19,8,18,69,54,75,63,33,31,19,7,20,47,23,73,5,22,60,7,6,77,98,13,87,72,5,96,67,22,7,5,52,48,42,38,27,8
33,63,65,75,41,31,60,6,64,10,17,5,39,36,37,41,72,55,7,7,86,7,33,100,19,8,21,69,54,75,75,33,30,19,7,20,47,25,73,5,22,60,7,6,77,98,13,87,72,5,96,67,22,7,5,52,48,51,38,27,8
34,63,65,75,41,31,69,6,64,10,17,5,39,36,37,41,72,61,7,7,86,7,38,100,19,8,26,66,54,75,75,33,30,19,7,20,47,25,73,5,26,67,7,6,77,98,14,91,66,5,96,76,22,7,5,47,51,51,38,36,8
35,72,65,75,41,31,69,6,64,10,19,5,39,32,37,50,72,61,7,7,86,7,52,100,19,8,30,66,73,75,75,33,30,25,8,20,47,30,73,5,26,71,7,6,82,98,19,91,66,5,96,80,24,7,5,45,51,59,61,36,8
36,72,65,76,41,31,69,6,64,10,27,5,39,40,41,74,72,68,7,7,87,7,61,100,19,21,30,66,73,75,69,33,30,25,8,20,47,31,73,5,26,71,9,6,82,98,19,91,81,5,96,80,24,7,5,45,73,59,61,36,8
37,72,65,76,48,34,75,6,64,10,36,5,39,40,40,74,72,73,7,7,85,7,61,90,23,28,30,66,76,75,73,33,30,25,8,23,41,31,85,5,26,71,9,6,82,98,19,99,81,5,96,80,24,7,5,64,73,59,71,38,15
38,76,65,77,52,34,75,6,64,10,53,5,38,48,40,74,72,73,7,7,85,7,61,90,21,28,30,75,76,75,73,33,32,25,8,23,52,31,89,5,26,71,9,6,82,98,18,99,81,5,96,81,33,7,5,64,73,59,66,38,15
39,80,65,77,52,34,75,6,73,10,50,5,39,48,40,74,75,73,7,7,87,7,61,90,21,28,31,75,76,75,73,33,32,25,8,26,53,31,89,5,26,71,9,6,82,98,18,99,81,5,96,81,33,7,5,64,73,70,66,38,15
40,80,65,76,52,34,75,6,73,10,67,5,62,48,40,74,75,73,7,7,87,7,70,90,21,38,42,75,76,75,73,33,42,25,8,26,61,43,88,5,26,71,9,6,82,98,28,106,81,5,96,90,33,7,5,64,73,77,66,40,17
41,89,65,76,51,34,75,6,73,10,67,5,75,48,40,75,75,85,7,7,87,7,70,90,21,38,42,84,76,74,73,33,37,25,8,26,61,43,88,5,26,75,9,6,84,98,30,106,86,5,91,90,33,7,5,64,73,77,66,40,17
42,89,65,76,51,36,75,6,73,10,67,5,75,48,40,76,79,93,7,7,87,7,70,90,23,37,49,84,76,74,73,33,37,25,8,26,63,43,90,5,26,81,9,6,85,98,59,106,86,5,95,90,33,7,5,64,81,77,66,40,18
43,89,65,76,51,36,75,6,73,10,67,5,75,55,40,76,98,93,7,7,87,7,70,90,27,66,49,84,76,74,73,33,45,25,8,26,63,50,90,5,37,81,9,6,85,98,59,106,86,5,95,90,33,7,5,64,81,77,66,40,24
44,89,65,76,51,36,75,6,71,10,67,5,75,81,44,76,98,93,7,7,84,12,69,90,39,66,49,87,74,74,73,33,45,29,8,26,63,71,96,5,37,81,9,6,85,98,59,106,88,5,95,90,33,7,5,64,81,77,66,40,26
45,89,65,76,51,36,75,6,72,10,67,5,75,81,55,76,98,93,7,7,84,17,69,90,39,59,64,96,73,74,73,47,45,29,8,26,63,71,96,5,34,81,9,6,85,98,59,104,88,5,95,90,33,7,5,64,79,77,66,40,30
46,89,65,76,51,36,75,6,72,10,84,5,75,81,73,76,98,93,7,7,84,17,69,90,36,59,64,96,73,74,73,47,61,29,8,26,63,72,96,5,44,81,9,6,85,98,59,104,88,5,95,90,33,9,5,70,79,95,66,50,32
47,89,65,90,51,36,75,6,72,10,84,5,75,81,73,76,98,93,7,7,112,43,69,90,36,59,64,96,73,74,73,44,61,29,8,26,63,72,96,5,44,81,9,6,86,98,59,104,95,5,95,90,35,9,5,70,79,95,66,50,32
48,89,77,90,51,42,75,6,72,10,84,5,75,81,73,76,98,93,7,7,112,43,69,90,36,68,64,96,75,74,75,42,61,29,8,26,63,72,96,5,46,81,9,6,87,98,59,111,95,5,95,90,35,8,5,70,79,95,66,50,40
