generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
0,1467244,1115057,2112988,1748257,691589,1953075,1458249,967705,1900168,1110430,2560780,1608132,677668,366364,1616048,674269,3381543,1587303,1467102,1820239,2168883,941641,387395,1956094,2409372,1278150,1253760,2011627,1515087,2370811,1562812,807058,1636492,1103649,2042567,1493578,819565,2547758,1331863,2054601,3451619,1137662,1315467,1760433,839399,469709,3547975,419640,2121989,2550536,1392318,2258172,2536450,2817185,1202590,1244159,664242,978787,1124018,1959622
1,5,6,6,4,5,9,4,4,4,4,3,3,5,4,4,4,4,4,3,4,4,5,4,3,6,4,4,6,3,4,3,3,4,6,18,4,4,5,6,6,7,3,4,4,4,5,4,4,6,4,4,4,8,5,3,4,3,4,5,4
2,5,6,4,4,5,9,4,5,4,4,6,4,5,4,9,4,7,5,5,4,5,5,4,4,16,5,5,6,4,5,4,6,4,6,39,6,4,4,4,7,9,4,4,4,4,4,7,4,7,6,4,5,16,4,4,4,5,4,6,5
3,10,9,4,5,6,9,4,5,6,4,11,4,5,4,36,4,19,5,5,6,5,4,5,8,18,5,5,6,4,5,4,7,4,5,40,6,6,4,4,7,21,6,5,4,5,4,7,4,10,5,5,9,16,5,6,6,5,4,6,5
4,10,8,5,5,6,15,6,6,6,5,26,6,5,5,36,4,19,5,5,6,6,4,6,8,18,6,5,14,8,6,6,11,6,7,45,6,6,4,4,9,25,6,6,7,7,5,7,4,15,5,5,15,16,5,10,7,5,4,8,5
5,10,9,6,6,9,25,7,12,6,6,26,6,8,5,36,5,39,5,5,7,6,5,6,13,25,6,6,27,11,7,6,11,5,7,61,5,7,5,5,16,32,6,6,7,8,5,8,4,15,10,5,20,16,6,19,7,6,5,11,5
6,10,11,12,8,9,25,12,19,12,6,26,6,8,5,36,6,39,7,5,9,6,7,6,18,25,6,7,27,13,10,11,15,6,10,61,6,10,5,5,16,31,6,6,7,11,6,12,5,28,15,8,27,16,6,20,8,6,5,16,5
7,11,13,12,12,11,31,18,19,23,6,33,6,9,5,36,6,39,8,7,12,12,7,6,24,25,6,9,27,23,14,11,14,15,26,61,7,10,8,5,20,48,6,9,13,12,6,24,5,28,23,9,35,16,10,20,8,8,8,16,5
8,27,14,12,14,12,31,26,19,27,6,33,6,12,5,36,6,49,9,7,17,14,7,6,21,25,8,12,27,23,25,14,14,24,22,61,7,10,15,5,20,52,6,14,21,13,6,46,5,28,38,11,35,16,23,20,8,8,8,14,9
9,27,14,17,20,17,31,28,22,27,6,50,6,12,5,44,9,49,9,8,21,14,7,6,21,25,7,14,30,23,28,15,14,24,22,61,7,14,23,5,26,66,6,20,21,13,6,46,5,38,38,14,35,23,23,24,9,10,10,16,9
