generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
0,1076149,1348084,502827,366028,2966223,888201,442652,970017,696752,369240,547817,1034496,357951,2180058,614324,1045995,949432,1456009,317811,1799104,469391,473458,1079763,380635,1228244,665767,351454,1427817,1192391,1645962,1332016,1369248,1154030,827916,637090,996656,1080189,427633,790100,972124,1728180,730850,608647,1419692,335894,606795,858518,1471128,865570,1709654,884366,407518,1249388,730656,2078575,1404299,604420,1447682,342189,576898
1,5,3,3,4,4,3,4,5,4,4,4,4,4,4,5,4,5,4,5,4,4,3,4,4,4,5,4,5,5,4,3,4,5,4,3,3,6,5,4,4,4,4,4,4,4,4,4,4,3,5,6,3,6,5,3,4,3,3,5,5
2,8,6,4,4,8,4,4,7,5,4,4,4,4,4,5,4,5,5,4,7,4,4,4,4,4,8,4,5,5,5,4,4,6,4,4,5,7,4,4,4,7,4,4,4,4,5,5,4,3,5,6,5,6,6,4,5,4,4,5,6
3,9,5,4,4,13,4,4,7,9,4,4,7,4,5,5,4,6,5,4,19,4,10,8,5,4,11,4,7,5,5,4,4,6,4,5,5,12,4,4,5,10,4,5,4,4,6,5,6,5,6,6,5,7,6,4,5,5,5,5,6
4,12,5,9,4,16,4,5,7,9,4,6,5,8,7,6,4,12,5,4,43,5,10,8,5,4,11,4,9,5,5,4,10,7,5,10,5,12,5,5,5,10,5,6,4,4,6,6,8,5,10,7,5,7,5,7,5,5,10,5,6
5,16,5,9,4,22,7,5,12,9,4,6,5,8,10,8,4,17,5,5,43,5,14,11,5,7,11,4,9,5,6,5,15,7,8,10,6,12,5,5,5,25,5,7,5,4,6,7,10,5,15,7,8,7,8,7,5,6,15,5,6
6,16,12,9,4,25,15,5,11,9,4,8,7,8,24,8,5,23,5,5,43,5,14,16,5,11,13,4,17,5,8,5,21,12,8,10,6,17,5,7,6,36,6,10,5,5,6,7,12,6,15,7,10,7,9,7,5,6,26,5,6
7,18,15,9,4,26,15,8,11,9,5,8,6,8,24,8,5,22,5,5,51,5,14,16,5,16,14,4,17,5,8,5,21,12,8,10,6,16,5,7,6,36,6,10,7,5,6,7,24,9,15,8,13,7,11,11,7,6,26,5,6
8,23,28,9,6,34,25,11,11,8,5,8,7,8,24,8,5,22,13,5,51,8,14,16,5,16,15,5,40,5,9,5,21,15,8,10,8,15,5,10,6,36,8,10,7,5,6,7,39,9,15,11,13,7,12,16,9,6,27,5,6
9,23,28,9,5,36,26,11,15,8,5,8,9,8,25,11,6,22,22,5,58,7,14,16,5,16,17,5,40,6,10,5,21,15,8,13,8,25,5,11,6,38,8,16,10,5,6,7,39,9,17,16,13,7,12,21,14,7,27,5,5
10,23,28,9,5,41,26,11,15,8,6,8,10,8,23,15,7,27,22,5,68,7,14,21,5,20,17,5,44,8,16,5,35,15,8,17,8,28,6,25,6,39,8,17,19,5,7,7,56,12,17,16,12,7,17,27,14,7,27,5,5
11,23,28,8,5,52,26,10,15,8,6,13,13,8,23,15,7,36,23,6,75,7,14,21,5,30,17,5,60,9,14,5,35,15,8,17,8,28,6,25,6,42,10,22,19,5,7,7,56,12,15,16,12,8,18,29,18,7,27,5,5
12,23,28,8,5,52,26,10,15,8,6,13,19,8,38,15,11,36,23,6,75,7,14,28,5,30,17,5,60,12,15,8,37,20,8,19,8,28,6,25,6,41,13,22,19,5,7,7,56,15,15,16,12,8,18,30,20,9,24,5,6
13,27,38,8,5,50,26,10,15,8,6,13,17,6,40,17,15,25,23,6,72,7,14,28,5,30,20,5,60,14,26,8,37,20,12,19,11,28,6,25,10,49,14,22,22,5,9,9,56,15,15,17,12,10,18,30,20,9,24,5,6
14,27,38,9,5,59,25,10,15,9,6,13,17,6,40,17,26,36,26,6,84,7,14,28,6,30,21,5,60,18,26,8,35,20,12,19,11,28,6,25,11,72,14,20,24,7,9,10,68,15,17,17,14,23,18,39,25,16,27,5,6
15,27,35,9,5,63,29,10,18,9,6,13,17,6,46,18,26,36,28,6,84,7,14,28,6,32,21,5,60,18,26,7,43,20,19,19,11,28,6,25,10,72,14,26,28,7,9,10,65,15,17,17,14,35,18,51,25,16,40,5,6
16,27,40,11,5,63,36,12,27,9,6,13,17,6,46,18,30,36,33,6,84,8,14,28,6,33,21,5,68,20,26,7,43,20,19,19,11,28,8,25,15,72,17,26,27,7,9,10,65,16,24,21,14,35,19,48,37,16,47,5,8
