generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
0,1918175,2124718,1986650,1644544,1595834,1645611,1578416,410699,393992,1625853,1950941,411526,1240133,2486863,729849,945874,1146759,1649188,1090512,1371455,1676793,985810,1847550,1853169,1815396,1617112,1935962,2199590,562949,1277252,501815,663660,1188999,1536605,934900,783075,1217075,1818222,951667,1579036,460595,537838,813793,565441,1983266,1300183,958586,1492133,440086,1584042,1020240,724449,1536567,583643,936193,428940,1687388,1843537,684576,1064850
1,4,7,3,3,4,4,4,4,4,3,3,3,4,5,5,3,4,3,4,5,3,4,3,4,3,3,4,3,5,4,3,4,4,4,4,4,3,4,4,3,5,5,5,4,3,4,4,5,4,4,5,4,7,6,5,4,4,8,4,4
2,4,13,7,4,7,4,4,4,4,4,4,4,4,5,4,4,4,4,6,4,3,6,4,4,4,5,4,5,5,5,3,4,4,4,4,4,5,4,4,5,4,6,4,4,4,4,4,5,4,4,4,6,7,5,4,4,4,22,7,4
3,4,28,8,4,7,4,4,4,4,4,4,4,5,4,4,4,4,4,6,4,4,6,4,5,4,6,4,5,6,5,4,4,5,4,4,4,5,4,4,4,4,6,4,6,4,4,4,4,5,4,6,6,7,9,4,5,5,22,7,6
4,7,28,10,4,9,5,5,6,4,4,6,4,5,4,6,6,4,4,6,4,4,7,5,5,4,7,4,5,6,7,5,5,8,4,4,5,5,6,4,6,4,7,4,6,6,7,4,5,5,6,5,5,7,9,4,5,8,23,5,6
5,10,37,16,4,9,5,6,6,5,5,6,5,5,5,5,6,4,4,6,6,7,11,5,5,5,7,6,5,6,7,8,7,10,5,4,5,5,7,6,6,5,7,4,7,8,7,5,5,5,7,5,7,7,9,4,5,12,26,5,6
6,10,37,15,4,12,5,7,6,5,5,6,5,5,6,6,7,6,4,6,9,8,11,5,5,5,8,10,5,7,7,8,6,11,5,4,5,5,10,6,6,5,7,4,7,17,7,5,5,5,7,8,8,7,9,5,5,19,42,8,7
7,14,37,15,5,12,5,12,6,5,5,11,5,5,8,6,7,6,5,7,12,8,11,5,5,8,12,10,5,11,7,8,6,12,7,5,5,6,17,6,5,5,7,5,5,36,7,5,6,5,6,6,9,7,9,8,5,19,42,8,7
8,17,37,15,5,12,9,13,6,5,5,18,6,5,10,6,8,6,8,7,12,7,17,5,5,12,15,16,7,11,7,8,6,15,7,5,5,5,21,6,5,5,7,5,5,34,7,6,6,6,7,6,11,5,9,10,5,20,48,8,7
9,23,37,20,8,12,10,17,6,5,6,24,6,5,17,6,8,7,14,7,13,7,17,5,5,12,15,16,10,12,7,9,6,15,8,5,6,6,22,6,5,6,7,7,5,34,7,6,6,6,9,6,11,5,9,11,5,20,48,8,7
10,38,40,27,11,17,9,17,6,5,6,46,6,5,20,6,8,7,14,10,21,14,17,10,5,17,16,22,16,12,7,9,6,19,11,6,6,6,28,6,6,6,7,7,5,48,6,6,7,6,9,8,20,5,9,12,5,20,48,11,11
11,38,51,27,24,17,13,15,6,5,6,46,6,7,45,6,10,7,14,10,21,26,17,10,7,18,27,30,21,12,9,9,6,19,15,6,8,6,28,5,6,6,7,12,9,48,6,7,7,6,15,10,20,9,9,15,5,20,48,11,15
12,38,58,27,24,17,16,20,6,5,11,46,6,7,45,6,15,14,20,11,21,26,17,25,11,18,40,36,30,12,11,12,6,19,17,6,8,9,28,5,6,7,7,12,9,48,7,7,7,6,21,9,20,10,9,15,5,29,48,12,15
13,38,58,27,27,17,16,20,6,6,14,46,6,7,76,6,17,15,21,11,21,26,22,29,15,23,40,36,30,12,24,12,6,26,20,6,8,9,31,5,6,7,7,13,9,48,8,8,7,6,35,12,20,14,9,14,6,32,48,14,15
14,38,67,27,33,17,18,20,6,6,18,46,6,10,76,8,19,15,27,13,23,30,22,31,15,27,40,38,37,12,23,11,6,27,22,6,8,11,31,5,11,7,9,17,9,48,9,13,7,6,48,15,20,25,10,14,6,32,48,14,20
15,51,67,27,41,17,18,20,6,6,18,51,6,10,76,10,23,16,27,13,23,30,21,31,15,45,46,39,51,12,23,14,6,22,27,6,8,16,39,8,14,8,9,17,11,44,10,17,7,6,48,15,20,27,10,20,6,32,48,17,29
16,71,67,27,39,19,24,22,6,6,28,53,6,12,76,10,23,16,27,13,24,39,21,45,16,45,46,40,51,14,23,14,6,24,31,6,8,19,39,8,21,8,9,17,11,50,14,20,7,6,46,19,20,32,10,20,6,35,48,17,29
17,71,67,36,40,19,24,27,6,6,28,53,6,12,76,14,23,16,27,17,24,39,22,45,21,45,46,53,51,14,25,14,6,24,31,10,8,18,33,7,35,8,9,18,12,50,15,23,7,6,59,21,18,32,10,26,6,42,51,17,29
18,71,67,51,40,19,24,27,6,6,31,72,7,19,78,15,23,17,27,20,33,39,22,51,25,56,46,61,51,14,34,14,6,24,36,13,8,18,44,9,35,8,10,18,12,56,19,31,7,6,59,23,18,31,12,26,6,51,61,22,31
19,71,67,54,41,20,29,27,6,6,39,72,7,24,84,17,23,17,35,25,33,39,22,49,32,66,46,57,51,14,42,14,6,24,36,14,10,18,57,9,35,8,10,18,12,56,30,31,7,6,59,23,18,29,13,26,6,51,75,22,39
20,71,67,54,56,24,34,32,6,6,39,72,7,47,84,20,24,17,54,25,33,39,26,49,32,66,46,60,57,14,42,17,6,27,39,14,16,18,57,10,50,8,12,23,13,48,36,41,8,6,59,28,18,29,16,26,6,51,79,22,39
21,71,75,54,56,24,45,32,6,6,40,72,7,47,99,20,24,17,59,37,33,41,26,57,49,66,46,75,57,21,42,17,6,34,50,16,25,20,57,12,50,8,12,23,18,72,48,41,8,6,55,27,30,43,16,39,6,51,79,22,39
22,71,75,56,56,24,52,39,6,6,40,77,7,47,99,28,24,18,59,37,33,52,26,72,61,76,46,75,83,23,42,17,6,38,50,18,25,23,56,15,50,8,12,20,18,72,48,41,8,6,54,27,30,43,16,39,6,51,79,28,36
23,71,75,56,56,24,52,48,6,6,40,77,7,47,99,28,37,21,59,44,41,59,28,88,55,76,58,75,83,23,44,17,8,38,50,21,25,23,56,15,50,8,12,21,18,72,40,41,9,6,61,31,22,54,16,39,6,51,77,28,36
24,71,75,56,56,26,52,52,6,6,41,77,7,47,99,28,37,21,59,44,36,71,34,88,61,80,58,75,85,23,44,17,8,38,53,27,25,25,63,19,56,8,12,23,18,72,40,42,21,6,61,31,30,54,16,38,6,51,77,28,36
25,71,76,57,55,26,66,52,6,6,54,77,7,47,89,28,37,21,66,44,41,71,34,88,81,80,58,75,90,23,45,17,10,48,60,31,28,33,63,26,56,8,12,27,20,72,50,38,27,6,61,31,34,54,16,38,6,58,77,28,36
26,71,77,69,55,40,83,52,6,6,46,81,7,47,89,28,37,21,73,44,41,71,34,88,81,80,59,75,90,23,45,17,13,43,60,40,28,40,63,43,60,8,12,27,20,72,50,52,26,6,61,29,34,53,16,38,6,68,77,28,36
27,76,80,69,55,52,83,70,6,6,55,81,7,47,89,28,50,21,73,41,41,68,34,88,87,79,85,79,90,24,45,17,19,50,60,40,32,40,63,44,65,8,12,27,20,74,50,52,26,6,70,32,34,53,16,38,6,76,77,28,36
28,85,87,69,57,68,83,70,6,6,59,81,7,52,99,28,50,31,73,41,46,68,34,84,89,85,85,79,90,24,55,17,15,50,60,40,32,40,66,44,76,8,12,27,20,74,49,52,29,6,70,32,34,76,16,54,6,77,85,28,36
29,85,87,69,57,69,85,70,6,6,61,81,7,52,99,32,61,31,73,47,52,68,34,84,89,85,84,79,90,24,71,17,19,71,60,40,38,40,68,44,76,9,14,27,22,74,63,63,29,6,72,32,34,76,16,54,6,77,85,28,36
30,85,87,73,67,69,85,72,6,6,61,81,7,48,106,32,61,51,73,47,60,68,34,84,89,85,84,79,90,24,71,17,22,71,67,40,38,39,79,47,76,9,16,27,22,74,63,63,37,6,72,40,34,76,16,75,6,77,85,28,36
31,85,87,73,67,69,85,72,6,6,79,81,7,64,106,32,61,51,73,47,65,68,34,84,89,85,84,79,90,30,71,17,20,75,72,40,38,61,79,58,72,9,16,27,22,74,57,63,35,6,72,40,34,76,16,75,6,85,85,33,36
32,85,87,73,65,75,85,72,6,6,79,81,7,83,106,32,61,59,73,59,61,68,39,86,89,85,84,90,90,30,71,17,26,75,77,40,38,61,134,58,72,9,15,32,22,74,74,63,48,6,72,40,34,76,16,75,6,85,85,33,36
33,85,95,73,65,67,115,72,6,6,79,81,7,83,106,32,55,59,75,74,61,88,39,91,89,82,88,86,90,30,71,24,26,75,77,44,38,61,134,59,72,10,15,33,25,74,80,66,48,6,72,40,35,76,16,75,6,85,85,33,36
34,85,95,73,78,67,115,75,6,6,81,81,7,83,106,32,55,67,75,71,67,88,38,91,89,82,93,89,95,30,71,24,26,75,77,51,43,74,134,59,72,11,16,44,25,74,80,66,58,6,72,40,35,77,16,75,6,85,85,33,39
35,85,95,74,81,74,115,75,6,6,90,80,7,83,106,32,55,67,81,73,67,88,46,91,91,82,93,89,95,30,71,24,35,76,77,51,43,78,134,63,85,14,20,44,25,74,80,66,68,6,79,40,34,77,16,75,6,85,85,33,45
36,85,95,74,87,74,115,75,6,6,90,80,7,83,106,37,55,67,81,73,74,88,46,92,91,82,93,89,95,30,71,24,35,76,87,51,43,78,134,63,90,20,20,44,25,74,84,66,77,6,79,59,34,87,16,75,6,84,85,46,45
37,85,95,74,89,74,115,75,6,6,90,81,7,83,112,37,55,67,81,73,74,88,46,92,91,82,93,89,95,30,71,24,35,76,87,56,53,78,134,72,90,20,20,44,25,74,94,78,103,6,92,59,43,87,16,75,6,84,85,46,45
38,85,95,90,89,74,115,82,6,6,90,88,7,83,112,37,55,72,84,73,74,97,46,96,100,82,93,89,95,30,71,24,35,76,87,57,53,78,134,72,90,20,27,44,25,79,94,78,103,6,92,63,40,87,16,75,6,90,85,46,45
39,85,93,90,89,74,115,82,6,6,90,108,7,83,119,37,55,77,84,73,77,97,46,96,100,96,93,91,95,30,71,22,35,76,87,57,53,78,134,72,90,20,27,44,25,79,94,78,103,6,92,66,45,121,27,75,6,90,85,46,50
40,85,93,90,89,74,115,82,7,6,90,108,7,83,119,37,55,90,84,73,83,97,49,96,100,96,93,91,95,30,71,28,35,73,87,80,53,86,134,72,90,22,27,44,25,79,94,81,103,6,92,71,45,121,27,75,6,88,85,46,64
41,92,90,90,89,78,115,82,7,6,93,108,7,83,119,37,55,90,84,73,83,97,49,96,100,96,93,91,95,30,73,28,35,73,87,80,53,86,134,72,86,27,27,44,25,79,94,89,103,6,92,71,50,121,27,75,6,91,85,46,64
42,92,90,90,88,78,115,82,7,6,93,114,7,83,119,37,55,103,84,73,83,97,59,96,100,96,93,91,95,30,73,28,35,73,87,80,53,86,134,72,86,27,27,45,29,79,115,89,103,6,89,71,50,121,25,75,6,91,85,46,64
43,91,90,90,88,78,115,82,7,6,93,114,7,83,119,37,66,103,84,74,83,97,59,96,100,96,91,91,95,30,73,28,35,73,87,84,53,86,134,72,86,27,27,52,29,79,115,89,103,6,101,77,54,121,24,75,6,91,88,46,68
44,91,90,90,88,78,115,82,7,6,93,114,7,83,118,37,66,118,88,74,90,97,59,96,100,96,91,99,95,30,73,28,35,80,87,84,53,99,134,72,86,28,27,52,29,89,115,89,103,6,101,77,55,121,41,75,6,91,88,46,68
45,91,90,90,88,80,115,82,7,6,93,114,7,83,118,37,66,118,88,74,93,97,59,96,100,96,91,99,95,39,73,28,49,80,87,84,53,99,134,72,86,28,27,52,29,89,115,89,103,6,101,77,55,121,41,78,6,91,88,46,68
46,91,90,90,88,77,115,82,7,6,93,114,7,83,118,37,66,118,88,74,93,97,57,96,100,96,91,99,95,39,73,28,49,80,87,84,53,99,134,75,86,28,27,52,37,87,115,84,103,6,101,77,55,121,41,78,6,91,88,46,73
47,91,90,90,88,84,105,82,7,6,93,114,7,83,118,37,66,118,88,74,90,97,65,95,100,96,91,99,95,44,73,28,49,80,87,84,53,110,134,75,86,28,28,52,37,87,115,84,146,6,101,77,58,121,41,78,6,95,88,46,73
48,91,90,90,88,84,105,82,7,6,93,117,7,83,118,37,95,118,88,74,98,97,69,95,100,96,91,99,95,42,73,28,49,74,87,89,53,110,134,75,86,28,28,74,37,87,115,84,147,6,101,77,58,121,46,78,6,95,88,46,77
49,106,90,90,88,84,105,82,7,6,93,135,7,83,125,39,95,118,88,77,98,97,69,95,100,96,91,99,95,44,91,28,49,81,87,89,61,110,134,75,86,28,28,74,37,87,115,84,147,6,101,77,67,121,46,78,6,98,88,46,77
50,106,90,88,88,84,105,91,7,6,103,135,7,83,125,39,95,118,88,77,98,83,69,95,100,96,95,99,95,44,91,28,50,81,87,89,61,110,134,75,86,30,28,74,37,87,115,87,147,6,101,77,67,121,46,78,6,98,88,46,84
